#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.21691E+04    0.81785E-01    0.30852E-01    0.26564E+01    0.33055E-07    0.47738E-02   -0.16363E-04
     3    0.20941E+04    0.12001E+00    0.33829E-01    0.28986E+01    0.39953E-07    0.52327E-02   -0.19513E-04
     4    0.19661E+04    0.12084E+00    0.31093E-01    0.31583E+01    0.46149E-07    0.53658E-02   -0.18330E-04
     5    0.18366E+04    0.95431E-01    0.25349E-01    0.31379E+01    0.51676E-07    0.53476E-02   -0.14332E-04
     6    0.17268E+04    0.63041E-01    0.18936E-01    0.28817E+01    0.56590E-07    0.52579E-02   -0.89701E-05
     7    0.16400E+04    0.37207E-01    0.13330E-01    0.24862E+01    0.60978E-07    0.51351E-02   -0.35635E-05
     8    0.15718E+04    0.22134E-01    0.91659E-02    0.20499E+01    0.64908E-07    0.49933E-02    0.92650E-06
     9    0.15188E+04    0.15547E-01    0.65097E-02    0.16522E+01    0.68440E-07    0.48400E-02    0.39831E-05
    10    0.14784E+04    0.13327E-01    0.51286E-02    0.13365E+01    0.71611E-07    0.46836E-02    0.54515E-05
    11    0.14474E+04    0.12504E-01    0.46865E-02    0.11161E+01    0.74480E-07    0.45337E-02    0.54427E-05
    12    0.14244E+04    0.12051E-01    0.48642E-02    0.98970E+00    0.77057E-07    0.43918E-02    0.42915E-05
    13    0.14069E+04    0.11727E-01    0.54293E-02    0.93870E+00    0.79371E-07    0.42556E-02    0.25900E-05
    14    0.13934E+04    0.12037E-01    0.61954E-02    0.93896E+00    0.81457E-07    0.41232E-02    0.90293E-06
    15    0.13840E+04    0.12892E-01    0.70754E-02    0.96613E+00    0.83332E-07    0.39939E-02   -0.47317E-06
    16    0.13788E+04    0.14050E-01    0.80150E-02    0.99842E+00    0.85014E-07    0.38680E-02   -0.13596E-05
    17    0.13770E+04    0.15448E-01    0.89940E-02    0.10213E+01    0.86522E-07    0.37463E-02   -0.17763E-05
    18    0.13771E+04    0.16923E-01    0.10003E-01    0.10279E+01    0.87875E-07    0.36295E-02   -0.17827E-05
    19    0.13798E+04    0.18568E-01    0.11039E-01    0.10277E+01    0.89079E-07    0.35166E-02   -0.14053E-05
    20    0.13830E+04    0.20562E-01    0.12102E-01    0.10279E+01    0.90142E-07    0.34067E-02   -0.71640E-06
    21    0.13872E+04    0.22887E-01    0.13187E-01    0.10250E+01    0.91079E-07    0.33010E-02   -0.37607E-08
    22    0.13926E+04    0.25557E-01    0.14291E-01    0.10135E+01    0.91904E-07    0.32007E-02    0.44667E-06
    23    0.13989E+04    0.28558E-01    0.15411E-01    0.99736E+00    0.92624E-07    0.31050E-02    0.55854E-06
    24    0.14060E+04    0.31834E-01    0.16548E-01    0.98179E+00    0.93244E-07    0.30129E-02    0.35215E-06
    25    0.14138E+04    0.35381E-01    0.17701E-01    0.96838E+00    0.93774E-07    0.29242E-02    0.25910E-07
    26    0.14222E+04    0.39174E-01    0.18868E-01    0.95753E+00    0.94220E-07    0.28385E-02   -0.22769E-06
    27    0.14314E+04    0.43224E-01    0.20050E-01    0.94127E+00    0.94590E-07    0.27563E-02   -0.41113E-06
    28    0.14411E+04    0.47561E-01    0.21245E-01    0.91209E+00    0.94889E-07    0.26778E-02   -0.56889E-06
    29    0.14515E+04    0.52141E-01    0.22453E-01    0.86761E+00    0.95117E-07    0.26025E-02   -0.72072E-06
    30    0.14624E+04    0.56934E-01    0.23673E-01    0.80584E+00    0.95277E-07    0.25299E-02   -0.85762E-06
    31    0.14735E+04    0.61990E-01    0.24900E-01    0.72783E+00    0.95375E-07    0.24596E-02   -0.88059E-06
    32    0.14850E+04    0.67361E-01    0.26131E-01    0.63570E+00    0.95422E-07    0.23915E-02   -0.70344E-06
    33    0.14968E+04    0.73086E-01    0.27365E-01    0.53318E+00    0.95419E-07    0.23256E-02   -0.37904E-06
    34    0.15089E+04    0.79192E-01    0.28601E-01    0.42372E+00    0.95370E-07    0.22621E-02   -0.78963E-08
    35    0.15214E+04    0.85620E-01    0.29838E-01    0.30489E+00    0.95277E-07    0.22011E-02    0.25657E-06
    36    0.15343E+04    0.92324E-01    0.31076E-01    0.17228E+00    0.95143E-07    0.21426E-02    0.28938E-06
    37    0.15474E+04    0.99339E-01    0.32312E-01    0.23038E-01    0.94972E-07    0.20863E-02    0.13010E-06
    38    0.15608E+04    0.10672E+00    0.33542E-01   -0.14238E+00    0.94767E-07    0.20315E-02   -0.13973E-06
    39    0.15747E+04    0.11445E+00    0.34763E-01   -0.32069E+00    0.94528E-07    0.19783E-02   -0.43400E-06
    40    0.15887E+04    0.12253E+00    0.35973E-01   -0.50813E+00    0.94259E-07    0.19268E-02   -0.66570E-06
    41    0.16031E+04    0.13094E+00    0.37171E-01   -0.70227E+00    0.93960E-07    0.18771E-02   -0.76935E-06
    42    0.16176E+04    0.13969E+00    0.38353E-01   -0.90531E+00    0.93634E-07    0.18293E-02   -0.76426E-06
    43    0.16324E+04    0.14879E+00    0.39518E-01   -0.11206E+01    0.93282E-07    0.17832E-02   -0.69082E-06
    44    0.16473E+04    0.15825E+00    0.40665E-01   -0.13505E+01    0.92908E-07    0.17388E-02   -0.58927E-06
    45    0.16627E+04    0.16807E+00    0.41793E-01   -0.15975E+01    0.92511E-07    0.16961E-02   -0.49969E-06
    46    0.16784E+04    0.17825E+00    0.42898E-01   -0.18650E+01    0.92096E-07    0.16551E-02   -0.45273E-06
    47    0.16943E+04    0.18879E+00    0.43980E-01   -0.21513E+01    0.91663E-07    0.16155E-02   -0.44161E-06
    48    0.17104E+04    0.19967E+00    0.45038E-01   -0.24506E+01    0.91213E-07    0.15771E-02   -0.45024E-06
    49    0.17267E+04    0.21087E+00    0.46071E-01   -0.27576E+01    0.90748E-07    0.15399E-02   -0.46258E-06
    50    0.17435E+04    0.22234E+00    0.47076E-01   -0.30741E+01    0.90269E-07    0.15035E-02   -0.46263E-06
    51    0.17606E+04    0.23404E+00    0.48054E-01   -0.34032E+01    0.89777E-07    0.14680E-02   -0.43992E-06
    52    0.17781E+04    0.24605E+00    0.49003E-01   -0.37499E+01    0.89274E-07    0.14333E-02   -0.40587E-06
    53    0.17957E+04    0.25853E+00    0.49921E-01   -0.41172E+01    0.88760E-07    0.13996E-02   -0.37737E-06
    54    0.18134E+04    0.27146E+00    0.50807E-01   -0.45005E+01    0.88237E-07    0.13671E-02   -0.37124E-06
    55    0.18313E+04    0.28484E+00    0.51659E-01   -0.48948E+01    0.87704E-07    0.13359E-02   -0.40430E-06
    56    0.18497E+04    0.29850E+00    0.52478E-01   -0.53015E+01    0.87164E-07    0.13061E-02   -0.48586E-06
    57    0.18685E+04    0.31235E+00    0.53262E-01   -0.57201E+01    0.86615E-07    0.12775E-02   -0.59539E-06
    58    0.18877E+04    0.32637E+00    0.54011E-01   -0.61513E+01    0.86060E-07    0.12500E-02   -0.70494E-06
    59    0.19072E+04    0.34059E+00    0.54724E-01   -0.65953E+01    0.85499E-07    0.12233E-02   -0.78661E-06
    60    0.19270E+04    0.35506E+00    0.55401E-01   -0.70514E+01    0.84932E-07    0.11973E-02   -0.81256E-06
    61    0.19475E+04    0.36986E+00    0.56041E-01   -0.75185E+01    0.84359E-07    0.11718E-02   -0.76506E-06
    62    0.19680E+04    0.38496E+00    0.56645E-01   -0.79975E+01    0.83782E-07    0.11468E-02   -0.66682E-06
    63    0.19887E+04    0.40032E+00    0.57211E-01   -0.84896E+01    0.83200E-07    0.11224E-02   -0.55055E-06
    64    0.20099E+04    0.41594E+00    0.57738E-01   -0.89963E+01    0.82616E-07    0.10985E-02   -0.44895E-06
    65    0.20313E+04    0.43178E+00    0.58227E-01   -0.95183E+01    0.82030E-07    0.10753E-02   -0.39465E-06
    66    0.20531E+04    0.44778E+00    0.58676E-01   -0.10054E+02    0.81442E-07    0.10528E-02   -0.41145E-06
    67    0.20752E+04    0.46391E+00    0.59086E-01   -0.10600E+02    0.80854E-07    0.10309E-02   -0.48797E-06
    68    0.20979E+04    0.48023E+00    0.59457E-01   -0.11154E+02    0.80264E-07    0.10098E-02   -0.60408E-06
    69    0.21209E+04    0.49667E+00    0.59788E-01   -0.11714E+02    0.79675E-07    0.98937E-03   -0.73966E-06
    70    0.21445E+04    0.51327E+00    0.60080E-01   -0.12282E+02    0.79085E-07    0.96966E-03   -0.87461E-06
    71    0.21684E+04    0.53002E+00    0.60334E-01   -0.12860E+02    0.78496E-07    0.95069E-03   -0.99127E-06
    72    0.21926E+04    0.54687E+00    0.60548E-01   -0.13448E+02    0.77907E-07    0.93238E-03   -0.10816E-05
    73    0.22171E+04    0.56379E+00    0.60723E-01   -0.14047E+02    0.77319E-07    0.91470E-03   -0.11399E-05
    74    0.22420E+04    0.58075E+00    0.60860E-01   -0.14655E+02    0.76732E-07    0.89756E-03   -0.11606E-05
    75    0.22673E+04    0.59776E+00    0.60958E-01   -0.15270E+02    0.76145E-07    0.88092E-03   -0.11380E-05
    76    0.22929E+04    0.61481E+00    0.61017E-01   -0.15892E+02    0.75559E-07    0.86471E-03   -0.10698E-05
    77    0.23190E+04    0.63188E+00    0.61038E-01   -0.16521E+02    0.74975E-07    0.84891E-03   -0.96734E-06
    78    0.23456E+04    0.64899E+00    0.61023E-01   -0.17157E+02    0.74392E-07    0.83351E-03   -0.84525E-06
    79    0.23725E+04    0.66607E+00    0.60971E-01   -0.17798E+02    0.73811E-07    0.81848E-03   -0.71815E-06
    80    0.23998E+04    0.68312E+00    0.60883E-01   -0.18444E+02    0.73231E-07    0.80381E-03   -0.60064E-06
    81    0.24276E+04    0.70009E+00    0.60761E-01   -0.19098E+02    0.72655E-07    0.78948E-03   -0.50518E-06
    82    0.24558E+04    0.71697E+00    0.60605E-01   -0.19756E+02    0.72080E-07    0.77548E-03   -0.43565E-06
    83    0.24844E+04    0.73375E+00    0.60415E-01   -0.20419E+02    0.71509E-07    0.76180E-03   -0.39381E-06
    84    0.25134E+04    0.75040E+00    0.60192E-01   -0.21084E+02    0.70940E-07    0.74841E-03   -0.38138E-06
    85    0.25427E+04    0.76688E+00    0.59936E-01   -0.21752E+02    0.70375E-07    0.73532E-03   -0.40013E-06
    86    0.25723E+04    0.78321E+00    0.59647E-01   -0.22421E+02    0.69813E-07    0.72251E-03   -0.44998E-06
    87    0.26024E+04    0.79934E+00    0.59327E-01   -0.23091E+02    0.69255E-07    0.70998E-03   -0.52363E-06
    88    0.26327E+04    0.81528E+00    0.58976E-01   -0.23760E+02    0.68700E-07    0.69775E-03   -0.61198E-06
    89    0.26634E+04    0.83101E+00    0.58596E-01   -0.24431E+02    0.68149E-07    0.68581E-03   -0.70593E-06
    90    0.26945E+04    0.84648E+00    0.58186E-01   -0.25101E+02    0.67602E-07    0.67419E-03   -0.79640E-06
    91    0.27259E+04    0.86168E+00    0.57749E-01   -0.25769E+02    0.67058E-07    0.66288E-03   -0.87594E-06
    92    0.27577E+04    0.87660E+00    0.57284E-01   -0.26435E+02    0.66519E-07    0.65187E-03   -0.94362E-06
    93    0.27899E+04    0.89122E+00    0.56794E-01   -0.27098E+02    0.65983E-07    0.64117E-03   -0.10001E-05
    94    0.28223E+04    0.90550E+00    0.56279E-01   -0.27758E+02    0.65451E-07    0.63075E-03   -0.10462E-05
    95    0.28551E+04    0.91945E+00    0.55740E-01   -0.28414E+02    0.64924E-07    0.62062E-03   -0.10825E-05
    96    0.28880E+04    0.93304E+00    0.55178E-01   -0.29066E+02    0.64400E-07    0.61076E-03   -0.11097E-05
    97    0.29215E+04    0.94627E+00    0.54595E-01   -0.29712E+02    0.63880E-07    0.60116E-03   -0.11286E-05
    98    0.29552E+04    0.95911E+00    0.53991E-01   -0.30351E+02    0.63364E-07    0.59182E-03   -0.11398E-05
    99    0.29891E+04    0.97154E+00    0.53368E-01   -0.30985E+02    0.62853E-07    0.58272E-03   -0.11440E-05
   100    0.30233E+04    0.98355E+00    0.52726E-01   -0.31609E+02    0.62345E-07    0.57386E-03   -0.11420E-05
   101    0.30577E+04    0.99519E+00    0.52067E-01   -0.32227E+02    0.61842E-07    0.56523E-03   -0.11344E-05
   102    0.30928E+04    0.10063E+01    0.51392E-01   -0.32835E+02    0.61343E-07    0.55682E-03   -0.11219E-05
   103    0.31277E+04    0.10170E+01    0.50702E-01   -0.33435E+02    0.60848E-07    0.54862E-03   -0.11052E-05
   104    0.31630E+04    0.10273E+01    0.49997E-01   -0.34024E+02    0.60357E-07    0.54062E-03   -0.10850E-05
   105    0.31984E+04    0.10370E+01    0.49280E-01   -0.34601E+02    0.59871E-07    0.53282E-03   -0.10620E-05
   106    0.32340E+04    0.10463E+01    0.48550E-01   -0.35168E+02    0.59388E-07    0.52520E-03   -0.10369E-05
   107    0.32696E+04    0.10550E+01    0.47810E-01   -0.35722E+02    0.58911E-07    0.51776E-03   -0.10104E-05
