#    L    TT             EE             TE             PP             TP          
     2    0.90195E+03    0.72207E-01   -0.24162E+01    0.17156E+07    0.70872E+05
     3    0.73193E+03    0.11847E+00   -0.15766E+01    0.27221E+07    0.78866E+05
     4    0.68081E+03    0.13532E+00   -0.89275E+00    0.36373E+07    0.80338E+05
     5    0.68892E+03    0.12369E+00   -0.51599E+00    0.44569E+07    0.78825E+05
     6    0.72943E+03    0.95708E-01   -0.41029E+00    0.51857E+07    0.75824E+05
     7    0.78769E+03    0.64642E-01   -0.48926E+00    0.58336E+07    0.71946E+05
     8    0.85516E+03    0.39144E-01   -0.63812E+00    0.64095E+07    0.67575E+05
     9    0.92840E+03    0.22220E-01   -0.75598E+00    0.69221E+07    0.63226E+05
    10    0.10076E+04    0.13010E-01   -0.77644E+00    0.73777E+07    0.59219E+05
    11    0.10905E+04    0.91195E-02   -0.67738E+00    0.77849E+07    0.55463E+05
    12    0.11710E+04    0.83686E-02   -0.46652E+00    0.81469E+07    0.51608E+05
    13    0.12490E+04    0.90886E-02   -0.17539E+00    0.84682E+07    0.47787E+05
    14    0.13267E+04    0.10548E-01    0.15513E+00    0.87538E+07    0.44249E+05
    15    0.14039E+04    0.12173E-01    0.47327E+00    0.90073E+07    0.41139E+05
    16    0.14796E+04    0.13454E-01    0.73122E+00    0.92318E+07    0.38489E+05
    17    0.15536E+04    0.14213E-01    0.90447E+00    0.94304E+07    0.35993E+05
    18    0.16252E+04    0.14232E-01    0.98129E+00    0.96060E+07    0.33369E+05
    19    0.16957E+04    0.13657E-01    0.97088E+00    0.97599E+07    0.30764E+05
    20    0.17641E+04    0.12783E-01    0.88541E+00    0.98934E+07    0.28392E+05
    21    0.18308E+04    0.11886E-01    0.74218E+00    0.10009E+08    0.26311E+05
    22    0.18962E+04    0.11284E-01    0.56002E+00    0.10109E+08    0.24504E+05
    23    0.19595E+04    0.11134E-01    0.36360E+00    0.10194E+08    0.22805E+05
    24    0.20204E+04    0.11485E-01    0.17518E+00    0.10265E+08    0.21065E+05
    25    0.20790E+04    0.12298E-01    0.13997E-02    0.10324E+08    0.19348E+05
