#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.35633E+07    0.16135E+04    0.78299E+00    0.16135E+04    0.93014E+00    0.15508E-03    0.78299E+00    0.15508E-03    0.67946E-06
     3    0.25682E+07    0.14856E+04    0.47762E+00    0.14856E+04    0.12271E+01    0.92049E-04    0.47762E+00    0.92049E-04    0.36560E-06
     4    0.19821E+07    0.13253E+04    0.33202E+00    0.13253E+04    0.13860E+01    0.60623E-04    0.33202E+00    0.60623E-04    0.22927E-06
     5    0.15979E+07    0.11521E+04    0.24791E+00    0.11521E+04    0.13912E+01    0.42246E-04    0.24791E+00    0.42246E-04    0.15692E-06
     6    0.13277E+07    0.98324E+03    0.19359E+00    0.98324E+03    0.12802E+01    0.30566E-04    0.19359E+00    0.30566E-04    0.11364E-06
     7    0.11280E+07    0.82918E+03    0.15601E+00    0.82918E+03    0.11062E+01    0.22869E-04    0.15601E+00    0.22869E-04    0.85675E-07
     8    0.97476E+06    0.69485E+03    0.12868E+00    0.69485E+03    0.91553E+00    0.17659E-04    0.12868E+00    0.17659E-04    0.66565E-07
     9    0.85390E+06    0.58196E+03    0.10807E+00    0.58196E+03    0.74041E+00    0.14016E-04    0.10807E+00    0.14016E-04    0.52951E-07
    10    0.75622E+06    0.48997E+03    0.92074E-01    0.48997E+03    0.59747E+00    0.11367E-04    0.92074E-01    0.11367E-04    0.42926E-07
    11    0.67599E+06    0.41697E+03    0.79388E-01    0.41697E+03    0.49023E+00    0.93963E-05    0.79388E-01    0.93963E-05    0.35353E-07
    12    0.60885E+06    0.36016E+03    0.69106E-01    0.36016E+03    0.41452E+00    0.79331E-05    0.69106E-01    0.79331E-05    0.29489E-07
    13    0.55202E+06    0.31632E+03    0.60674E-01    0.31632E+03    0.36256E+00    0.68247E-05    0.60674E-01    0.68247E-05    0.24890E-07
    14    0.50328E+06    0.28226E+03    0.53647E-01    0.28226E+03    0.32697E+00    0.59329E-05    0.53647E-01    0.59329E-05    0.21206E-07
    15    0.46111E+06    0.25525E+03    0.47738E-01    0.25525E+03    0.30144E+00    0.51829E-05    0.47738E-01    0.51829E-05    0.18224E-07
    16    0.42425E+06    0.23293E+03    0.42713E-01    0.23293E+03    0.28046E+00    0.45281E-05    0.42713E-01    0.45281E-05    0.15778E-07
    17    0.39185E+06    0.21390E+03    0.38409E-01    0.21390E+03    0.26115E+00    0.39732E-05    0.38409E-01    0.39732E-05    0.13754E-07
    18    0.36315E+06    0.19705E+03    0.34691E-01    0.19705E+03    0.24143E+00    0.35257E-05    0.34691E-01    0.35257E-05    0.12062E-07
    19    0.33759E+06    0.18156E+03    0.31459E-01    0.18156E+03    0.22090E+00    0.31532E-05    0.31459E-01    0.31532E-05    0.10636E-07
    20    0.31468E+06    0.16684E+03    0.28628E-01    0.16684E+03    0.19978E+00    0.28209E-05    0.28628E-01    0.28209E-05    0.94237E-08
    21    0.29408E+06    0.15284E+03    0.26137E-01    0.15284E+03    0.17891E+00    0.25226E-05    0.26137E-01    0.25226E-05    0.83877E-08
    22    0.27547E+06    0.13970E+03    0.23935E-01    0.13970E+03    0.15935E+00    0.22599E-05    0.23935E-01    0.22599E-05    0.74964E-08
    23    0.25859E+06    0.12765E+03    0.21980E-01    0.12765E+03    0.14195E+00    0.20360E-05    0.21980E-01    0.20360E-05    0.67259E-08
    24    0.24323E+06    0.11685E+03    0.20236E-01    0.11685E+03    0.12728E+00    0.18514E-05    0.20236E-01    0.18514E-05    0.60555E-08
    25    0.22919E+06    0.10721E+03    0.18674E-01    0.10721E+03    0.11541E+00    0.16934E-05    0.18674E-01    0.16934E-05    0.54700E-08
    26    0.21634E+06    0.98609E+02    0.17271E-01    0.98609E+02    0.10616E+00    0.15493E-05    0.17271E-01    0.15493E-05    0.49560E-08
    27    0.20453E+06    0.91028E+02    0.16007E-01    0.91028E+02    0.99171E-01    0.14189E-05    0.16007E-01    0.14189E-05    0.45034E-08
    28    0.19365E+06    0.84448E+02    0.14863E-01    0.84448E+02    0.94054E-01    0.13048E-05    0.14863E-01    0.13048E-05    0.41029E-08
    29    0.18359E+06    0.78779E+02    0.13826E-01    0.78779E+02    0.90347E-01    0.12067E-05    0.13826E-01    0.12067E-05    0.37475E-08
    30    0.17427E+06    0.73879E+02    0.12882E-01    0.73879E+02    0.87610E-01    0.11222E-05    0.12882E-01    0.11222E-05    0.34305E-08
    31    0.16562E+06    0.69466E+02    0.12021E-01    0.69466E+02    0.85508E-01    0.10442E-05    0.12021E-01    0.10442E-05    0.31473E-08
    32    0.15759E+06    0.65273E+02    0.11235E-01    0.65273E+02    0.83781E-01    0.96617E-06    0.11235E-01    0.96617E-06    0.28936E-08
    33    0.15011E+06    0.61228E+02    0.10516E-01    0.61228E+02    0.82387E-01    0.88881E-06    0.10516E-01    0.88881E-06    0.26657E-08
    34    0.14313E+06    0.57337E+02    0.98557E-02    0.57337E+02    0.81370E-01    0.81515E-06    0.98557E-02    0.81515E-06    0.24603E-08
    35    0.13660E+06    0.53723E+02    0.92487E-02    0.53723E+02    0.80832E-01    0.74952E-06    0.92487E-02    0.74952E-06    0.22748E-08
    36    0.13050E+06    0.50492E+02    0.86897E-02    0.50492E+02    0.80887E-01    0.69503E-06    0.86897E-02    0.69503E-06    0.21069E-08
    37    0.12477E+06    0.47576E+02    0.81739E-02    0.47576E+02    0.81607E-01    0.64862E-06    0.81739E-02    0.64862E-06    0.19545E-08
    38    0.11940E+06    0.44880E+02    0.76973E-02    0.44880E+02    0.83031E-01    0.60628E-06    0.76973E-02    0.60628E-06    0.18160E-08
    39    0.11435E+06    0.42371E+02    0.72562E-02    0.42371E+02    0.85095E-01    0.56645E-06    0.72562E-02    0.56645E-06    0.16898E-08
    40    0.10960E+06    0.40034E+02    0.68472E-02    0.40034E+02    0.87714E-01    0.52816E-06    0.68472E-02    0.52816E-06    0.15745E-08
    41    0.10512E+06    0.37850E+02    0.64672E-02    0.37850E+02    0.90812E-01    0.49073E-06    0.64672E-02    0.49073E-06    0.14690E-08
    42    0.10089E+06    0.35805E+02    0.61138E-02    0.35805E+02    0.94347E-01    0.45455E-06    0.61138E-02    0.45455E-06    0.13723E-08
    43    0.96896E+05    0.33880E+02    0.57851E-02    0.33880E+02    0.98278E-01    0.42029E-06    0.57851E-02    0.42029E-06    0.12837E-08
    44    0.93122E+05    0.32061E+02    0.54789E-02    0.32061E+02    0.10255E+00    0.38861E-06    0.54789E-02    0.38861E-06    0.12023E-08
    45    0.89549E+05    0.30332E+02    0.51931E-02    0.30332E+02    0.10713E+00    0.36018E-06    0.51931E-02    0.36018E-06    0.11273E-08
    46    0.86163E+05    0.28676E+02    0.49259E-02    0.28676E+02    0.11198E+00    0.33546E-06    0.49259E-02    0.33546E-06    0.10581E-08
    47    0.82952E+05    0.27085E+02    0.46760E-02    0.27085E+02    0.11710E+00    0.31404E-06    0.46760E-02    0.31404E-06    0.99422E-09
    48    0.79906E+05    0.25554E+02    0.44420E-02    0.25554E+02    0.12252E+00    0.29530E-06    0.44420E-02    0.29530E-06    0.93514E-09
    49    0.77014E+05    0.24079E+02    0.42228E-02    0.24079E+02    0.12821E+00    0.27862E-06    0.42228E-02    0.27862E-06    0.88048E-09
    50    0.74266E+05    0.22648E+02    0.40173E-02    0.22648E+02    0.13418E+00    0.26339E-06    0.40173E-02    0.26339E-06    0.82981E-09
    51    0.71653E+05    0.21250E+02    0.38242E-02    0.21250E+02    0.14041E+00    0.24907E-06    0.38242E-02    0.24907E-06    0.78274E-09
    52    0.69167E+05    0.19890E+02    0.36427E-02    0.19890E+02    0.14700E+00    0.23548E-06    0.36427E-02    0.23548E-06    0.73900E-09
    53    0.66799E+05    0.18576E+02    0.34720E-02    0.18576E+02    0.15414E+00    0.22251E-06    0.34720E-02    0.22251E-06    0.69833E-09
    54    0.64543E+05    0.17325E+02    0.33114E-02    0.17325E+02    0.16184E+00    0.21006E-06    0.33114E-02    0.21006E-06    0.66047E-09
    55    0.62390E+05    0.16152E+02    0.31600E-02    0.16152E+02    0.17012E+00    0.19802E-06    0.31600E-02    0.19802E-06    0.62517E-09
    56    0.60334E+05    0.15064E+02    0.30172E-02    0.15064E+02    0.17883E+00    0.18632E-06    0.30172E-02    0.18632E-06    0.59220E-09
    57    0.58370E+05    0.14046E+02    0.28824E-02    0.14046E+02    0.18782E+00    0.17499E-06    0.28824E-02    0.17499E-06    0.56139E-09
    58    0.56494E+05    0.13077E+02    0.27552E-02    0.13077E+02    0.19706E+00    0.16412E-06    0.27552E-02    0.16412E-06    0.53259E-09
    59    0.54700E+05    0.12139E+02    0.26349E-02    0.12139E+02    0.20653E+00    0.15376E-06    0.26349E-02    0.15376E-06    0.50563E-09
    60    0.52983E+05    0.11212E+02    0.25211E-02    0.11212E+02    0.21621E+00    0.14398E-06    0.25211E-02    0.14398E-06    0.48037E-09
    61    0.51341E+05    0.10283E+02    0.24134E-02    0.10283E+02    0.22617E+00    0.13486E-06    0.24134E-02    0.13486E-06    0.45667E-09
    62    0.49768E+05    0.93618E+01    0.23114E-02    0.93618E+01    0.23641E+00    0.12646E-06    0.23114E-02    0.12646E-06    0.43442E-09
    63    0.48261E+05    0.84627E+01    0.22147E-02    0.84627E+01    0.24693E+00    0.11884E-06    0.22147E-02    0.11884E-06    0.41352E-09
