#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.16104E+04    0.68482E-01    0.24777E-01    0.36195E+01    0.48552E-07    0.34190E-02   -0.16028E-04
     3    0.14460E+04    0.10671E+00    0.28597E-01    0.37758E+01    0.58972E-07    0.34497E-02   -0.19647E-04
     4    0.13518E+04    0.11894E+00    0.28078E-01    0.36979E+01    0.67878E-07    0.33854E-02   -0.19813E-04
     5    0.12863E+04    0.10641E+00    0.24662E-01    0.33707E+01    0.75590E-07    0.32823E-02   -0.17473E-04
     6    0.12407E+04    0.80504E-01    0.19937E-01    0.29172E+01    0.82295E-07    0.31656E-02   -0.13546E-04
     7    0.12101E+04    0.53358E-01    0.15163E-01    0.24257E+01    0.88173E-07    0.30473E-02   -0.89513E-05
     8    0.11898E+04    0.32574E-01    0.11104E-01    0.19577E+01    0.93350E-07    0.29276E-02   -0.44559E-05
     9    0.11772E+04    0.20172E-01    0.80786E-02    0.15518E+01    0.97934E-07    0.28061E-02   -0.60698E-06
    10    0.11707E+04    0.14471E-01    0.60971E-02    0.12308E+01    0.10199E-06    0.26872E-02    0.22273E-05
    11    0.11683E+04    0.12528E-01    0.50155E-02    0.10000E+01    0.10561E-06    0.25779E-02    0.38399E-05
    12    0.11694E+04    0.12000E-01    0.46319E-02    0.85939E+00    0.10882E-06    0.24789E-02    0.42197E-05
    13    0.11724E+04    0.11676E-01    0.47458E-02    0.79482E+00    0.11167E-06    0.23875E-02    0.36815E-05
    14    0.11768E+04    0.11454E-01    0.51762E-02    0.78678E+00    0.11420E-06    0.23010E-02    0.25854E-05
    15    0.11829E+04    0.11528E-01    0.58084E-02    0.81470E+00    0.11644E-06    0.22186E-02    0.12226E-05
    16    0.11913E+04    0.12065E-01    0.65553E-02    0.85954E+00    0.11843E-06    0.21399E-02   -0.15648E-06
    17    0.12014E+04    0.13071E-01    0.73720E-02    0.90626E+00    0.12018E-06    0.20655E-02   -0.13804E-05
    18    0.12119E+04    0.14319E-01    0.82293E-02    0.94479E+00    0.12173E-06    0.19955E-02   -0.22984E-05
    19    0.12235E+04    0.15670E-01    0.91167E-02    0.97424E+00    0.12309E-06    0.19286E-02   -0.27601E-05
    20    0.12347E+04    0.17085E-01    0.10029E-01    0.99271E+00    0.12426E-06    0.18639E-02   -0.26838E-05
    21    0.12460E+04    0.18583E-01    0.10964E-01    0.99952E+00    0.12528E-06    0.18020E-02   -0.22578E-05
    22    0.12576E+04    0.20276E-01    0.11921E-01    0.99453E+00    0.12615E-06    0.17436E-02   -0.17121E-05
    23    0.12695E+04    0.22251E-01    0.12896E-01    0.98339E+00    0.12689E-06    0.16882E-02   -0.11860E-05
    24    0.12815E+04    0.24531E-01    0.13890E-01    0.97205E+00    0.12750E-06    0.16350E-02   -0.76833E-06
    25    0.12937E+04    0.27108E-01    0.14898E-01    0.96186E+00    0.12800E-06    0.15839E-02   -0.44039E-06
    26    0.13059E+04    0.29928E-01    0.15918E-01    0.95411E+00    0.12840E-06    0.15353E-02   -0.18116E-06
    27    0.13184E+04    0.32972E-01    0.16951E-01    0.94737E+00    0.12871E-06    0.14893E-02   -0.64970E-07
    28    0.13310E+04    0.36251E-01    0.17999E-01    0.94032E+00    0.12893E-06    0.14459E-02   -0.16344E-06
    29    0.13437E+04    0.39748E-01    0.19060E-01    0.92969E+00    0.12907E-06    0.14048E-02   -0.44417E-06
    30    0.13567E+04    0.43452E-01    0.20133E-01    0.91090E+00    0.12912E-06    0.13656E-02   -0.83172E-06
    31    0.13695E+04    0.47377E-01    0.21217E-01    0.88226E+00    0.12910E-06    0.13277E-02   -0.11813E-05
    32    0.13826E+04    0.51526E-01    0.22310E-01    0.84302E+00    0.12902E-06    0.12908E-02   -0.13645E-05
    33    0.13958E+04    0.55880E-01    0.23410E-01    0.79321E+00    0.12888E-06    0.12553E-02   -0.13848E-05
    34    0.14091E+04    0.60432E-01    0.24517E-01    0.73331E+00    0.12869E-06    0.12215E-02   -0.12883E-05
    35    0.14225E+04    0.65188E-01    0.25628E-01    0.66161E+00    0.12845E-06    0.11895E-02   -0.11604E-05
    36    0.14359E+04    0.70175E-01    0.26741E-01    0.57576E+00    0.12816E-06    0.11590E-02   -0.10680E-05
    37    0.14494E+04    0.75439E-01    0.27857E-01    0.47692E+00    0.12783E-06    0.11296E-02   -0.96605E-06
    38    0.14631E+04    0.81023E-01    0.28978E-01    0.36876E+00    0.12745E-06    0.11012E-02   -0.80194E-06
    39    0.14770E+04    0.86906E-01    0.30100E-01    0.25251E+00    0.12705E-06    0.10738E-02   -0.60525E-06
    40    0.14910E+04    0.93055E-01    0.31221E-01    0.12860E+00    0.12660E-06    0.10474E-02   -0.42577E-06
    41    0.15051E+04    0.99450E-01    0.32337E-01   -0.30303E-02    0.12613E-06    0.10220E-02   -0.30402E-06
    42    0.15192E+04    0.10610E+00    0.33446E-01   -0.14359E+00    0.12562E-06    0.99770E-03   -0.24412E-06
    43    0.15334E+04    0.11303E+00    0.34548E-01   -0.29457E+00    0.12509E-06    0.97425E-03   -0.24114E-06
