#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10996E+05    0.21654E+02   -0.38155E-02    0.21654E+02    0.60400E-01   -0.54615E-05   -0.38155E-02   -0.54615E-05    0.17322E-08
     3    0.79963E+04    0.22207E+02   -0.26534E-02    0.22207E+02    0.97789E-01   -0.50798E-05   -0.26534E-02   -0.50798E-05    0.11832E-08
     4    0.62431E+04    0.19814E+02   -0.20038E-02    0.19814E+02    0.11079E+00   -0.41946E-05   -0.20038E-02   -0.41946E-05    0.88351E-09
     5    0.51106E+04    0.16216E+02   -0.15916E-02    0.16216E+02    0.99958E-01   -0.31942E-05   -0.15916E-02   -0.31942E-05    0.69537E-09
     6    0.43261E+04    0.12365E+02   -0.13078E-02    0.12365E+02    0.75604E-01   -0.22479E-05   -0.13078E-02   -0.22479E-05    0.56677E-09
     7    0.37547E+04    0.88028E+01   -0.11012E-02    0.88028E+01    0.49279E-01   -0.14408E-05   -0.11012E-02   -0.14408E-05    0.47373E-09
     8    0.33251E+04    0.58227E+01   -0.94482E-03    0.58227E+01    0.28543E-01   -0.80890E-06   -0.94482E-03   -0.80890E-06    0.40359E-09
     9    0.29948E+04    0.35431E+01   -0.82306E-03    0.35431E+01    0.15756E-01   -0.35530E-06   -0.82306E-03   -0.35530E-06    0.34904E-09
    10    0.27342E+04    0.19667E+01   -0.72559E-03    0.19667E+01    0.95900E-02   -0.64491E-07   -0.72559E-03   -0.64491E-07    0.30550E-09
    11    0.25230E+04    0.10259E+01   -0.64582E-03    0.10259E+01    0.73221E-02    0.88223E-07   -0.64582E-03    0.88223E-07    0.27012E-09
    12    0.23481E+04    0.61401E+00   -0.57906E-03    0.61401E+00    0.66482E-02    0.13282E-06   -0.57906E-03    0.13282E-06    0.24079E-09
    13    0.22015E+04    0.58555E+00   -0.52262E-03    0.58555E+00    0.62546E-02    0.10595E-06   -0.52262E-03    0.10595E-06    0.21619E-09
    14    0.20775E+04    0.79254E+00   -0.47440E-03    0.79254E+00    0.59227E-02    0.42955E-07   -0.47440E-03    0.42955E-07    0.19527E-09
    15    0.19731E+04    0.11170E+01   -0.43289E-03    0.11170E+01    0.57648E-02   -0.31985E-07   -0.43289E-03   -0.31985E-07    0.17733E-09
    16    0.18854E+04    0.14598E+01   -0.39679E-03    0.14598E+01    0.58930E-02   -0.10022E-06   -0.39679E-03   -0.10022E-06    0.16178E-09
    17    0.18115E+04    0.17648E+01   -0.36517E-03    0.17648E+01    0.63076E-02   -0.15395E-06   -0.36517E-03   -0.15395E-06    0.14822E-09
    18    0.17479E+04    0.19938E+01   -0.33722E-03    0.19938E+01    0.67917E-02   -0.18851E-06   -0.33722E-03   -0.18851E-06    0.13630E-09
    19    0.16940E+04    0.21313E+01   -0.31241E-03    0.21313E+01    0.72184E-02   -0.20086E-06   -0.31241E-03   -0.20086E-06    0.12576E-09
    20    0.16473E+04    0.21719E+01   -0.29027E-03    0.21719E+01    0.75684E-02   -0.19047E-06   -0.29027E-03   -0.19047E-06    0.11637E-09
    21    0.16071E+04    0.21422E+01   -0.27043E-03    0.21422E+01    0.78923E-02   -0.16533E-06   -0.27043E-03   -0.16533E-06    0.10799E-09
    22    0.15727E+04    0.20747E+01   -0.25254E-03    0.20747E+01    0.83428E-02   -0.13486E-06   -0.25254E-03   -0.13486E-06    0.10046E-09
    23    0.15432E+04    0.19986E+01   -0.23636E-03    0.19986E+01    0.90493E-02   -0.10564E-06   -0.23636E-03   -0.10564E-06    0.93680E-10
    24    0.15180E+04    0.19379E+01   -0.22167E-03    0.19379E+01    0.10076E-01   -0.82320E-07   -0.22167E-03   -0.82320E-07    0.87540E-10
    25    0.14967E+04    0.18972E+01   -0.20828E-03    0.18972E+01    0.11425E-01   -0.64574E-07   -0.20828E-03   -0.64574E-07    0.81965E-10
    26    0.14786E+04    0.18783E+01   -0.19605E-03    0.18783E+01    0.13045E-01   -0.51368E-07   -0.19605E-03   -0.51368E-07    0.76885E-10
    27    0.14634E+04    0.18837E+01   -0.18482E-03    0.18837E+01    0.14908E-01   -0.43724E-07   -0.18482E-03   -0.43724E-07    0.72246E-10
    28    0.14508E+04    0.19156E+01   -0.17449E-03    0.19156E+01    0.17010E-01   -0.42657E-07   -0.17449E-03   -0.42657E-07    0.67995E-10
    29    0.14406E+04    0.19679E+01   -0.16494E-03    0.19679E+01    0.19314E-01   -0.47093E-07   -0.16494E-03   -0.47093E-07    0.64089E-10
    30    0.14324E+04    0.20298E+01   -0.15610E-03    0.20298E+01    0.21793E-01   -0.54979E-07   -0.15610E-03   -0.54979E-07    0.60487E-10
    31    0.14260E+04    0.20848E+01   -0.14791E-03    0.20848E+01    0.24448E-01   -0.62442E-07   -0.14791E-03   -0.62442E-07    0.57161E-10
    32    0.14216E+04    0.21183E+01   -0.14033E-03    0.21183E+01    0.27280E-01   -0.65961E-07   -0.14033E-03   -0.65961E-07    0.54086E-10
    33    0.14189E+04    0.21283E+01   -0.13329E-03    0.21283E+01    0.30287E-01   -0.65262E-07   -0.13329E-03   -0.65262E-07    0.51238E-10
    34    0.14177E+04    0.21176E+01   -0.12673E-03    0.21176E+01    0.33480E-01   -0.61221E-07   -0.12673E-03   -0.61221E-07    0.48593E-10
    35    0.14178E+04    0.20917E+01   -0.12060E-03    0.20917E+01    0.36858E-01   -0.56072E-07   -0.12060E-03   -0.56072E-07    0.46133E-10
    36    0.14190E+04    0.20544E+01   -0.11487E-03    0.20544E+01    0.40434E-01   -0.51801E-07   -0.11487E-03   -0.51801E-07    0.43841E-10
    37    0.14213E+04    0.20045E+01   -0.10951E-03    0.20045E+01    0.44250E-01   -0.48041E-07   -0.10951E-03   -0.48041E-07    0.41702E-10
    38    0.14250E+04    0.19422E+01   -0.10450E-03    0.19422E+01    0.48353E-01   -0.44047E-07   -0.10450E-03   -0.44047E-07    0.39704E-10
    39    0.14298E+04    0.18698E+01   -0.99806E-04    0.18698E+01    0.52731E-01   -0.39924E-07   -0.99806E-04   -0.39924E-07    0.37834E-10
    40    0.14354E+04    0.17901E+01   -0.95390E-04    0.17901E+01    0.57366E-01   -0.35991E-07   -0.95390E-04   -0.35991E-07    0.36081E-10
    41    0.14419E+04    0.17048E+01   -0.91226E-04    0.17048E+01    0.62249E-01   -0.32510E-07   -0.91226E-04   -0.32510E-07    0.34436E-10
