#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11283E+04    0.32409E+01    0.13809E-02    0.32409E+01    0.52505E-01   -0.64770E-05    0.13809E-02   -0.64770E-05    0.78857E-08
     3    0.10638E+04    0.40394E+01    0.99652E-03    0.40394E+01    0.86401E-01   -0.56151E-05    0.99652E-03   -0.56151E-05    0.47793E-08
     4    0.99725E+03    0.41759E+01    0.76430E-03    0.41759E+01    0.97443E-01   -0.43800E-05    0.76430E-03   -0.43800E-05    0.32969E-08
     5    0.94342E+03    0.39109E+01    0.60943E-03    0.39109E+01    0.86626E-01   -0.31434E-05    0.60943E-03   -0.31434E-05    0.24460E-08
     6    0.90297E+03    0.34487E+01    0.49975E-03    0.34487E+01    0.64157E-01   -0.20465E-05    0.49975E-03   -0.20465E-05    0.19012E-08
     7    0.87405E+03    0.29187E+01    0.41875E-03    0.29187E+01    0.40969E-01   -0.11554E-05    0.41875E-03   -0.11554E-05    0.15273E-08
     8    0.85371E+03    0.24050E+01    0.35640E-03    0.24050E+01    0.23730E-01   -0.48692E-06    0.35640E-03   -0.48692E-06    0.12574E-08
     9    0.84002E+03    0.19568E+01    0.30681E-03    0.19568E+01    0.13969E-01   -0.28675E-07    0.30681E-03   -0.28675E-07    0.10552E-08
    10    0.83174E+03    0.15975E+01    0.26681E-03    0.15975E+01    0.98562E-02    0.24343E-06    0.26681E-03    0.24343E-06    0.89906E-09
    11    0.82751E+03    0.13369E+01    0.23450E-03    0.13369E+01    0.85723E-02    0.36009E-06    0.23450E-03    0.36009E-06    0.77579E-09
    12    0.82740E+03    0.11753E+01    0.20806E-03    0.11753E+01    0.80263E-02    0.36061E-06    0.20806E-03    0.36061E-06    0.67627E-09
    13    0.82950E+03    0.10990E+01    0.18610E-03    0.10990E+01    0.72486E-02    0.29132E-06    0.18610E-03    0.29132E-06    0.59491E-09
    14    0.83276E+03    0.10885E+01    0.16744E-03    0.10885E+01    0.63499E-02    0.19485E-06    0.16744E-03    0.19485E-06    0.52726E-09
    15    0.83756E+03    0.11227E+01    0.15142E-03    0.11227E+01    0.56338E-02    0.93436E-07    0.15142E-03    0.93436E-07    0.47045E-09
