#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.95192E+03    0.43521E+01   -0.17973E-02    0.43521E+01    0.53741E-01   -0.73006E-05   -0.17973E-02   -0.73006E-05    0.15207E-07
     3    0.90618E+03    0.48694E+01   -0.11777E-02    0.48694E+01    0.87517E-01   -0.61389E-05   -0.11777E-02   -0.61389E-05    0.90846E-08
     4    0.86959E+03    0.47478E+01   -0.86556E-03    0.47478E+01    0.98233E-01   -0.47623E-05   -0.86556E-03   -0.47623E-05    0.61901E-08
     5    0.84177E+03    0.42744E+01   -0.67871E-03    0.42744E+01    0.87067E-01   -0.34422E-05   -0.67871E-03   -0.34422E-05    0.45456E-08
     6    0.82146E+03    0.36503E+01   -0.55419E-03    0.36503E+01    0.64329E-01   -0.22908E-05   -0.55419E-03   -0.22908E-05    0.35024E-08
     7    0.80806E+03    0.30018E+01   -0.46523E-03    0.30018E+01    0.40972E-01   -0.13635E-05   -0.46523E-03   -0.13635E-05    0.27919E-08
     8    0.80030E+03    0.24071E+01   -0.39906E-03    0.24071E+01    0.23632E-01   -0.66921E-06   -0.39906E-03   -0.66921E-06    0.22826E-08
     9    0.79708E+03    0.19073E+01   -0.34845E-03    0.19073E+01    0.13804E-01   -0.19040E-06   -0.34845E-03   -0.19040E-06    0.19034E-08
    10    0.79734E+03    0.15204E+01   -0.30826E-03    0.15204E+01    0.96448E-02    0.98557E-07   -0.30826E-03    0.98557E-07    0.16124E-08
    11    0.79990E+03    0.12545E+01   -0.27522E-03    0.12545E+01    0.83393E-02    0.22780E-06   -0.27522E-03    0.22780E-06    0.13839E-08
    12    0.80525E+03    0.11056E+01   -0.24734E-03    0.11056E+01    0.78076E-02    0.23742E-06   -0.24734E-03    0.23742E-06    0.12003E-08
    13    0.81187E+03    0.10493E+01   -0.22370E-03    0.10493E+01    0.70764E-02    0.17618E-06   -0.22370E-03    0.17618E-06    0.10510E-08
    14    0.81902E+03    0.10565E+01   -0.20355E-03    0.10565E+01    0.62470E-02    0.88712E-07   -0.20355E-03    0.88712E-07    0.92749E-09
    15    0.82712E+03    0.11055E+01   -0.18625E-03    0.11055E+01    0.56050E-02   -0.36386E-08   -0.18625E-03   -0.36386E-08    0.82421E-09
    16    0.83666E+03    0.11777E+01   -0.17121E-03    0.11777E+01    0.53743E-02   -0.86675E-07   -0.17121E-03   -0.86675E-07    0.73683E-09
    17    0.84761E+03    0.12579E+01   -0.15804E-03    0.12579E+01    0.55662E-02   -0.15162E-06   -0.15804E-03   -0.15162E-06    0.66234E-09
    18    0.85908E+03    0.13343E+01   -0.14640E-03    0.13343E+01    0.59502E-02   -0.19180E-06   -0.14640E-03   -0.19180E-06    0.59825E-09
    19    0.87194E+03    0.14009E+01   -0.13607E-03    0.14009E+01    0.63875E-02   -0.20354E-06   -0.13607E-03   -0.20354E-06    0.54273E-09
    20    0.88457E+03    0.14518E+01   -0.12689E-03    0.14518E+01    0.68446E-02   -0.18716E-06   -0.12689E-03   -0.18716E-06    0.49424E-09
    21    0.89733E+03    0.14915E+01   -0.11866E-03    0.14915E+01    0.73494E-02   -0.15590E-06   -0.11866E-03   -0.15590E-06    0.45170E-09
    22    0.91051E+03    0.15258E+01   -0.11120E-03    0.15258E+01    0.80264E-02   -0.12394E-06   -0.11120E-03   -0.12394E-06    0.41417E-09
    23    0.92393E+03    0.15604E+01   -0.10444E-03    0.15604E+01    0.89655E-02   -0.96339E-07   -0.10444E-03   -0.96339E-07    0.38092E-09
    24    0.93769E+03    0.15993E+01   -0.98309E-04    0.15993E+01    0.10195E-01   -0.75022E-07   -0.98309E-04   -0.75022E-07    0.35129E-09
    25    0.95171E+03    0.16405E+01   -0.92722E-04    0.16405E+01    0.11700E-01   -0.58662E-07   -0.92722E-04   -0.58662E-07    0.32479E-09
    26    0.96584E+03    0.16827E+01   -0.87596E-04    0.16827E+01    0.13428E-01   -0.46060E-07   -0.87596E-04   -0.46060E-07    0.30101E-09
    27    0.98030E+03    0.17270E+01   -0.82872E-04    0.17270E+01    0.15366E-01   -0.39802E-07   -0.82872E-04   -0.39802E-07    0.27959E-09
    28    0.99496E+03    0.17751E+01   -0.78503E-04    0.17751E+01    0.17527E-01   -0.42214E-07   -0.78503E-04   -0.42214E-07    0.26024E-09
    29    0.10099E+04    0.18234E+01   -0.74452E-04    0.18234E+01    0.19884E-01   -0.50793E-07   -0.74452E-04   -0.50793E-07    0.24268E-09
    30    0.10251E+04    0.18662E+01   -0.70693E-04    0.18662E+01    0.22414E-01   -0.61628E-07   -0.70693E-04   -0.61628E-07    0.22671E-09
    31    0.10404E+04    0.18985E+01   -0.67213E-04    0.18985E+01    0.25132E-01   -0.70006E-07   -0.67213E-04   -0.70006E-07    0.21213E-09
    32    0.10560E+04    0.19172E+01   -0.63997E-04    0.19172E+01    0.28047E-01   -0.72225E-07   -0.63997E-04   -0.72225E-07    0.19882E-09
    33    0.10718E+04    0.19231E+01   -0.61006E-04    0.19231E+01    0.31152E-01   -0.69409E-07   -0.61006E-04   -0.69409E-07    0.18663E-09
    34    0.10879E+04    0.19184E+01   -0.58201E-04    0.19184E+01    0.34449E-01   -0.63912E-07   -0.58201E-04   -0.63912E-07    0.17543E-09
    35    0.11040E+04    0.19031E+01   -0.55568E-04    0.19031E+01    0.37947E-01   -0.58167E-07   -0.55568E-04   -0.58167E-07    0.16513E-09
    36    0.11203E+04    0.18758E+01   -0.53097E-04    0.18758E+01    0.41664E-01   -0.53833E-07   -0.53097E-04   -0.53833E-07    0.15564E-09
    37    0.11366E+04    0.18361E+01   -0.50781E-04    0.18361E+01    0.45644E-01   -0.49403E-07   -0.50781E-04   -0.49403E-07    0.14687E-09
    38    0.11534E+04    0.17858E+01   -0.48612E-04    0.17858E+01    0.49926E-01   -0.43233E-07   -0.48612E-04   -0.43233E-07    0.13875E-09
    39    0.11705E+04    0.17261E+01   -0.46578E-04    0.17261E+01    0.54492E-01   -0.36298E-07   -0.46578E-04   -0.36298E-07    0.13123E-09
    40    0.11878E+04    0.16580E+01   -0.44660E-04    0.16580E+01    0.59314E-01   -0.30229E-07   -0.44660E-04   -0.30229E-07    0.12425E-09
    41    0.12053E+04    0.15818E+01   -0.42847E-04    0.15818E+01    0.64377E-01   -0.26313E-07   -0.42847E-04   -0.26313E-07    0.11775E-09
    42    0.12227E+04    0.14964E+01   -0.41131E-04    0.14964E+01    0.69695E-01   -0.24463E-07   -0.41131E-04   -0.24463E-07    0.11170E-09
    43    0.12404E+04    0.14002E+01   -0.39508E-04    0.14002E+01    0.75287E-01   -0.24247E-07   -0.39508E-04   -0.24247E-07    0.10606E-09
    44    0.12580E+04    0.12927E+01   -0.37975E-04    0.12927E+01    0.81158E-01   -0.25236E-07   -0.37975E-04   -0.25236E-07    0.10079E-09
