#           k/h    P           
   0.100000E-03   0.481353E+03
   0.102020E-03   0.490681E+03
   0.104081E-03   0.500189E+03
   0.106184E-03   0.509882E+03
   0.108329E-03   0.519762E+03
   0.110517E-03   0.529834E+03
   0.112750E-03   0.540100E+03
   0.115027E-03   0.550565E+03
   0.117351E-03   0.561233E+03
   0.119722E-03   0.572107E+03
   0.122140E-03   0.583192E+03
   0.124608E-03   0.594492E+03
   0.127125E-03   0.606010E+03
   0.129693E-03   0.617750E+03
   0.132313E-03   0.629718E+03
   0.134986E-03   0.641918E+03
   0.137713E-03   0.654354E+03
   0.140495E-03   0.667030E+03
   0.143333E-03   0.679951E+03
   0.146228E-03   0.693122E+03
   0.149182E-03   0.706548E+03
   0.152196E-03   0.720234E+03
   0.155271E-03   0.734184E+03
   0.158407E-03   0.748404E+03
   0.161607E-03   0.762899E+03
   0.164872E-03   0.777674E+03
   0.168203E-03   0.792735E+03
   0.171601E-03   0.808086E+03
   0.175067E-03   0.823735E+03
   0.178604E-03   0.839685E+03
   0.182212E-03   0.855944E+03
   0.185893E-03   0.872517E+03
   0.189648E-03   0.889409E+03
   0.193479E-03   0.906628E+03
   0.197388E-03   0.924180E+03
   0.201375E-03   0.942070E+03
   0.205443E-03   0.960305E+03
   0.209594E-03   0.978893E+03
   0.213828E-03   0.997839E+03
   0.218147E-03   0.101715E+04
   0.222554E-03   0.103683E+04
   0.227050E-03   0.105690E+04
   0.231637E-03   0.107735E+04
   0.236316E-03   0.109819E+04
   0.241090E-03   0.111944E+04
   0.245960E-03   0.114109E+04
   0.250929E-03   0.116316E+04
   0.255998E-03   0.118566E+04
   0.261170E-03   0.120859E+04
   0.266446E-03   0.123196E+04
   0.271828E-03   0.125578E+04
   0.277319E-03   0.128006E+04
   0.282922E-03   0.130480E+04
   0.288637E-03   0.133002E+04
   0.294468E-03   0.135573E+04
   0.300417E-03   0.138193E+04
   0.306485E-03   0.140863E+04
   0.312677E-03   0.143584E+04
   0.318993E-03   0.146358E+04
   0.325437E-03   0.149184E+04
   0.332012E-03   0.152065E+04
   0.338719E-03   0.155001E+04
   0.345561E-03   0.157994E+04
   0.352542E-03   0.161043E+04
   0.359664E-03   0.164151E+04
   0.366930E-03   0.167318E+04
   0.374342E-03   0.170546E+04
   0.381904E-03   0.173835E+04
   0.389619E-03   0.177187E+04
   0.397490E-03   0.180603E+04
   0.405520E-03   0.184085E+04
   0.413712E-03   0.187632E+04
   0.422070E-03   0.191247E+04
   0.430596E-03   0.194931E+04
   0.439295E-03   0.198684E+04
   0.448169E-03   0.202509E+04
   0.457222E-03   0.206406E+04
   0.466459E-03   0.210378E+04
   0.475882E-03   0.214424E+04
   0.485496E-03   0.218547E+04
   0.495303E-03   0.222748E+04
   0.505309E-03   0.227029E+04
   0.515517E-03   0.231390E+04
   0.525931E-03   0.235833E+04
   0.536556E-03   0.240360E+04
   0.547395E-03   0.244972E+04
   0.558453E-03   0.249671E+04
   0.569734E-03   0.254457E+04
   0.581244E-03   0.259334E+04
   0.592986E-03   0.264302E+04
   0.604965E-03   0.269362E+04
   0.617186E-03   0.274517E+04
   0.629654E-03   0.279768E+04
   0.642374E-03   0.285117E+04
   0.655350E-03   0.290565E+04
   0.668589E-03   0.296114E+04
   0.682096E-03   0.301766E+04
   0.695875E-03   0.307523E+04
   0.709933E-03   0.313386E+04
   0.724274E-03   0.319357E+04
   0.738906E-03   0.325438E+04
   0.753832E-03   0.331630E+04
   0.769061E-03   0.337936E+04
   0.784597E-03   0.344357E+04
   0.800447E-03   0.350896E+04
   0.816617E-03   0.357554E+04
   0.833114E-03   0.364333E+04
   0.849944E-03   0.371234E+04
   0.867114E-03   0.378261E+04
   0.884631E-03   0.385415E+04
   0.902501E-03   0.392698E+04
   0.920733E-03   0.400112E+04
   0.939333E-03   0.407658E+04
   0.958309E-03   0.415340E+04
   0.977668E-03   0.423159E+04
   0.997418E-03   0.431117E+04
   0.101757E-02   0.439216E+04
   0.103812E-02   0.447459E+04
   0.105910E-02   0.455847E+04
   0.108049E-02   0.464383E+04
   0.110232E-02   0.473068E+04
   0.112459E-02   0.481905E+04
   0.114730E-02   0.490897E+04
   0.117048E-02   0.500044E+04
   0.119413E-02   0.509351E+04
   0.121825E-02   0.518817E+04
   0.124286E-02   0.528446E+04
   0.126797E-02   0.538240E+04
   0.129358E-02   0.548202E+04
   0.131971E-02   0.558332E+04
   0.134637E-02   0.568634E+04
   0.137357E-02   0.579109E+04
   0.140132E-02   0.589760E+04
   0.142963E-02   0.600588E+04
   0.145851E-02   0.611597E+04
   0.148797E-02   0.622787E+04
   0.151803E-02   0.634162E+04
   0.154870E-02   0.645723E+04
   0.157998E-02   0.657472E+04
   0.161190E-02   0.669411E+04
   0.164446E-02   0.681543E+04
   0.167768E-02   0.693869E+04
   0.171158E-02   0.706390E+04
   0.174615E-02   0.719110E+04
   0.178143E-02   0.732030E+04
   0.181741E-02   0.745151E+04
   0.185413E-02   0.758475E+04
   0.189158E-02   0.772005E+04
   0.192980E-02   0.785741E+04
   0.196878E-02   0.799685E+04
   0.200855E-02   0.813840E+04
   0.204913E-02   0.828205E+04
   0.209052E-02   0.842783E+04
   0.213276E-02   0.857574E+04
   0.217584E-02   0.872580E+04
   0.221979E-02   0.887803E+04
   0.226464E-02   0.903242E+04
   0.231039E-02   0.918900E+04
   0.235706E-02   0.934775E+04
   0.240467E-02   0.950871E+04
   0.245325E-02   0.967186E+04
   0.250281E-02   0.983722E+04
   0.255337E-02   0.100048E+05
   0.260495E-02   0.101746E+05
   0.265758E-02   0.103465E+05
   0.271126E-02   0.105207E+05
   0.276603E-02   0.106971E+05
   0.282191E-02   0.108757E+05
   0.287892E-02   0.110565E+05
   0.293708E-02   0.112394E+05
   0.299641E-02   0.114246E+05
   0.305694E-02   0.116119E+05
   0.311870E-02   0.118013E+05
   0.318170E-02   0.119929E+05
   0.324597E-02   0.121866E+05
   0.331155E-02   0.123824E+05
   0.337844E-02   0.125802E+05
   0.344669E-02   0.127801E+05
   0.351632E-02   0.129820E+05
   0.358735E-02   0.131859E+05
   0.365982E-02   0.133918E+05
   0.373376E-02   0.135995E+05
   0.380918E-02   0.138091E+05
   0.388613E-02   0.140205E+05
   0.396464E-02   0.142337E+05
   0.404473E-02   0.144486E+05
   0.412644E-02   0.146652E+05
   0.420980E-02   0.148834E+05
   0.429484E-02   0.151032E+05
   0.438160E-02   0.153244E+05
   0.447012E-02   0.155471E+05
   0.456042E-02   0.157710E+05
   0.465255E-02   0.159963E+05
   0.474653E-02   0.162227E+05
   0.484242E-02   0.164502E+05
   0.494024E-02   0.166786E+05
   0.504004E-02   0.169080E+05
   0.514186E-02   0.171382E+05
   0.524573E-02   0.173690E+05
   0.535170E-02   0.176004E+05
   0.545981E-02   0.178323E+05
   0.557011E-02   0.180645E+05
   0.568263E-02   0.182969E+05
   0.579743E-02   0.185294E+05
   0.591455E-02   0.187618E+05
   0.603403E-02   0.189940E+05
   0.615592E-02   0.192258E+05
   0.628028E-02   0.194570E+05
   0.640715E-02   0.196876E+05
   0.653658E-02   0.199173E+05
   0.666863E-02   0.201460E+05
   0.680335E-02   0.203734E+05
   0.694078E-02   0.205994E+05
   0.708100E-02   0.208238E+05
   0.722404E-02   0.210464E+05
   0.736998E-02   0.212669E+05
   0.751886E-02   0.214852E+05
   0.767075E-02   0.217011E+05
   0.782571E-02   0.219143E+05
   0.798380E-02   0.221245E+05
   0.814509E-02   0.223316E+05
   0.830963E-02   0.225353E+05
   0.847750E-02   0.227353E+05
   0.864875E-02   0.229314E+05
   0.882347E-02   0.231234E+05
   0.900171E-02   0.233109E+05
   0.918356E-02   0.234937E+05
   0.936908E-02   0.236715E+05
   0.955835E-02   0.238440E+05
   0.975144E-02   0.240110E+05
   0.994843E-02   0.241722E+05
   0.101494E-01   0.243272E+05
   0.103544E-01   0.244758E+05
   0.105636E-01   0.246177E+05
   0.107770E-01   0.247526E+05
   0.109947E-01   0.248801E+05
   0.112168E-01   0.250000E+05
   0.114434E-01   0.251121E+05
   0.116746E-01   0.252159E+05
   0.119104E-01   0.253111E+05
   0.121510E-01   0.253976E+05
   0.123965E-01   0.254749E+05
   0.126469E-01   0.255429E+05
   0.129024E-01   0.256012E+05
   0.131631E-01   0.256495E+05
   0.134290E-01   0.256875E+05
   0.137003E-01   0.257151E+05
   0.139770E-01   0.257319E+05
   0.142594E-01   0.257376E+05
   0.145474E-01   0.257321E+05
   0.148413E-01   0.257151E+05
   0.151411E-01   0.256864E+05
   0.154470E-01   0.256458E+05
   0.157590E-01   0.255931E+05
   0.160774E-01   0.255281E+05
   0.164022E-01   0.254507E+05
   0.167335E-01   0.253607E+05
   0.170716E-01   0.252581E+05
   0.174164E-01   0.251427E+05
   0.177683E-01   0.250145E+05
   0.181272E-01   0.248735E+05
   0.184934E-01   0.247196E+05
   0.188670E-01   0.245528E+05
   0.192481E-01   0.243733E+05
   0.196370E-01   0.241811E+05
   0.200337E-01   0.239763E+05
   0.204384E-01   0.237591E+05
   0.208513E-01   0.235297E+05
   0.212725E-01   0.232882E+05
   0.217022E-01   0.230351E+05
   0.221406E-01   0.227705E+05
   0.225879E-01   0.224949E+05
   0.230442E-01   0.222086E+05
   0.235097E-01   0.219120E+05
   0.239847E-01   0.216056E+05
   0.244692E-01   0.212900E+05
   0.249635E-01   0.209657E+05
   0.254678E-01   0.206332E+05
   0.259823E-01   0.202932E+05
   0.265072E-01   0.199463E+05
   0.270426E-01   0.195933E+05
   0.275889E-01   0.192349E+05
   0.281463E-01   0.188716E+05
   0.287149E-01   0.185044E+05
   0.292949E-01   0.181342E+05
   0.298867E-01   0.177617E+05
   0.304905E-01   0.173877E+05
   0.311064E-01   0.170131E+05
   0.317348E-01   0.166387E+05
   0.323759E-01   0.162655E+05
   0.330299E-01   0.158944E+05
   0.336972E-01   0.155263E+05
   0.343779E-01   0.151618E+05
   0.350724E-01   0.148020E+05
   0.357809E-01   0.144476E+05
   0.365038E-01   0.140997E+05
   0.372412E-01   0.137588E+05
   0.379935E-01   0.134257E+05
   0.387610E-01   0.131009E+05
   0.395440E-01   0.127848E+05
   0.403429E-01   0.124779E+05
   0.411579E-01   0.121805E+05
   0.419893E-01   0.118930E+05
   0.428375E-01   0.116161E+05
   0.437029E-01   0.113505E+05
   0.445858E-01   0.110969E+05
   0.454865E-01   0.108559E+05
   0.464053E-01   0.106277E+05
   0.473428E-01   0.104115E+05
   0.482992E-01   0.102061E+05
   0.492749E-01   0.100108E+05
   0.502703E-01   0.982455E+04
   0.512858E-01   0.964654E+04
   0.523219E-01   0.947587E+04
   0.533789E-01   0.931170E+04
   0.544572E-01   0.915323E+04
   0.555573E-01   0.899960E+04
   0.566796E-01   0.884993E+04
   0.578246E-01   0.870341E+04
   0.589927E-01   0.855907E+04
   0.601845E-01   0.841536E+04
   0.614003E-01   0.827065E+04
   0.626407E-01   0.812345E+04
   0.639061E-01   0.797230E+04
   0.651971E-01   0.781584E+04
   0.665142E-01   0.765282E+04
   0.678578E-01   0.748229E+04
   0.692287E-01   0.730357E+04
   0.706272E-01   0.711618E+04
   0.720539E-01   0.692008E+04
   0.735095E-01   0.671582E+04
   0.749945E-01   0.650410E+04
   0.765095E-01   0.628612E+04
   0.780551E-01   0.606355E+04
   0.796319E-01   0.583804E+04
   0.812406E-01   0.561154E+04
   0.828817E-01   0.538603E+04
   0.845561E-01   0.516341E+04
   0.862642E-01   0.494567E+04
   0.880068E-01   0.473460E+04
   0.897847E-01   0.453214E+04
   0.915985E-01   0.434011E+04
   0.934489E-01   0.416000E+04
   0.953367E-01   0.399322E+04
   0.972626E-01   0.384097E+04
   0.992274E-01   0.370394E+04
   0.101232E+00   0.358204E+04
   0.103277E+00   0.347497E+04
   0.105363E+00   0.338152E+04
   0.107492E+00   0.329980E+04
   0.109663E+00   0.322778E+04
   0.111879E+00   0.316271E+04
   0.114139E+00   0.310189E+04
   0.116445E+00   0.304254E+04
   0.118797E+00   0.298199E+04
   0.121197E+00   0.291789E+04
   0.123645E+00   0.284825E+04
   0.126143E+00   0.277159E+04
   0.128691E+00   0.268713E+04
   0.131291E+00   0.259475E+04
   0.133943E+00   0.249516E+04
   0.136649E+00   0.238971E+04
   0.139409E+00   0.228043E+04
   0.142226E+00   0.216978E+04
   0.145099E+00   0.206056E+04
   0.148030E+00   0.195571E+04
   0.151020E+00   0.185800E+04
   0.154071E+00   0.176972E+04
   0.157184E+00   0.169235E+04
   0.160359E+00   0.162623E+04
   0.163598E+00   0.157068E+04
   0.166903E+00   0.152412E+04
   0.170275E+00   0.148442E+04
   0.173715E+00   0.144923E+04
   0.177224E+00   0.141601E+04
   0.180804E+00   0.138210E+04
   0.184457E+00   0.134503E+04
   0.188183E+00   0.130289E+04
   0.191985E+00   0.125499E+04
   0.195863E+00   0.120205E+04
   0.199820E+00   0.114584E+04
   0.203856E+00   0.108869E+04
   0.207974E+00   0.103292E+04
   0.212176E+00   0.980685E+03
   0.216462E+00   0.933746E+03
   0.220835E+00   0.893211E+03
   0.225296E+00   0.859173E+03
   0.229847E+00   0.830633E+03
   0.234490E+00   0.805838E+03
   0.239227E+00   0.782715E+03
   0.244060E+00   0.759230E+03
   0.248990E+00   0.733768E+03
   0.254020E+00   0.705560E+03
   0.259152E+00   0.674917E+03
   0.264387E+00   0.643029E+03
   0.269728E+00   0.611476E+03
   0.275177E+00   0.581788E+03
   0.280736E+00   0.555123E+03
   0.286407E+00   0.531962E+03
   0.292193E+00   0.511956E+03
   0.298096E+00   0.494084E+03
   0.304118E+00   0.477051E+03
   0.310261E+00   0.459700E+03
   0.316529E+00   0.441382E+03
   0.322923E+00   0.422145E+03
   0.329447E+00   0.402643E+03
   0.336102E+00   0.383792E+03
   0.342892E+00   0.366380E+03
   0.349819E+00   0.350748E+03
   0.356885E+00   0.336705E+03
   0.364095E+00   0.323691E+03
   0.371450E+00   0.311046E+03
   0.378954E+00   0.298280E+03
   0.386609E+00   0.285295E+03
   0.394419E+00   0.272427E+03
   0.402387E+00   0.260123E+03
   0.410516E+00   0.248665E+03
   0.418809E+00   0.238131E+03
   0.427269E+00   0.228293E+03
   0.435901E+00   0.218796E+03
   0.444706E+00   0.209453E+03
   0.453690E+00   0.200224E+03
   0.462855E+00   0.191270E+03
   0.472206E+00   0.182795E+03
