#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.103026E-04   0.189855E+08   0.189855E+08   0.253008E+08   0.253004E+08   0.189856E+08   0.189855E+08   0.189855E+08   0.189918E+08  -0.476480E+00   0.960110E+07   0.960110E+07   0.579311E+01
   0.113856E-04   0.189855E+08   0.189855E+08   0.252979E+08   0.252974E+08   0.189855E+08   0.189855E+08   0.189855E+08   0.189918E+08  -0.476479E+00   0.960110E+07   0.960110E+07   0.640194E+01
   0.125826E-04   0.189854E+08   0.189854E+08   0.252943E+08   0.252937E+08   0.189855E+08   0.189855E+08   0.189854E+08   0.189918E+08  -0.476478E+00   0.960109E+07   0.960109E+07   0.707469E+01
   0.139054E-04   0.189854E+08   0.189854E+08   0.252900E+08   0.252893E+08   0.189855E+08   0.189854E+08   0.189854E+08   0.189918E+08  -0.476477E+00   0.960109E+07   0.960109E+07   0.781809E+01
   0.153672E-04   0.189854E+08   0.189854E+08   0.252847E+08   0.252838E+08   0.189855E+08   0.189854E+08   0.189854E+08   0.189917E+08  -0.476476E+00   0.960108E+07   0.960108E+07   0.863951E+01
   0.169827E-04   0.189854E+08   0.189854E+08   0.252782E+08   0.252771E+08   0.189855E+08   0.189854E+08   0.189854E+08   0.189917E+08  -0.476474E+00   0.960107E+07   0.960107E+07   0.954711E+01
   0.187681E-04   0.189854E+08   0.189854E+08   0.252703E+08   0.252690E+08   0.189855E+08   0.189854E+08   0.189854E+08   0.189917E+08  -0.476473E+00   0.960106E+07   0.960106E+07   0.105499E+02
   0.207411E-04   0.189854E+08   0.189854E+08   0.252606E+08   0.252590E+08   0.189854E+08   0.189854E+08   0.189854E+08   0.189917E+08  -0.476470E+00   0.960104E+07   0.960104E+07   0.116578E+02
   0.229216E-04   0.189853E+08   0.189853E+08   0.252488E+08   0.252468E+08   0.189854E+08   0.189853E+08   0.189853E+08   0.189916E+08  -0.476467E+00   0.960102E+07   0.960102E+07   0.128818E+02
   0.253313E-04   0.189853E+08   0.189853E+08   0.252344E+08   0.252320E+08   0.189854E+08   0.189853E+08   0.189853E+08   0.189916E+08  -0.476464E+00   0.960100E+07   0.960100E+07   0.142339E+02
   0.279943E-04   0.189852E+08   0.189852E+08   0.252168E+08   0.252139E+08   0.189853E+08   0.189852E+08   0.189852E+08   0.189915E+08  -0.476460E+00   0.960097E+07   0.960097E+07   0.157274E+02
   0.309373E-04   0.189852E+08   0.189852E+08   0.251953E+08   0.251918E+08   0.189853E+08   0.189852E+08   0.189852E+08   0.189915E+08  -0.476455E+00   0.960094E+07   0.960094E+07   0.173769E+02
