#           k/h    P           
    0.10000E-03    0.46019E+03
    0.10202E-03    0.46910E+03
    0.10408E-03    0.47818E+03
    0.10618E-03    0.48744E+03
    0.10833E-03    0.49688E+03
    0.11052E-03    0.50650E+03
    0.11275E-03    0.51631E+03
    0.11503E-03    0.52631E+03
    0.11735E-03    0.53650E+03
    0.11972E-03    0.54688E+03
    0.12214E-03    0.55747E+03
    0.12461E-03    0.56826E+03
    0.12712E-03    0.57926E+03
    0.12969E-03    0.59047E+03
    0.13231E-03    0.60190E+03
    0.13499E-03    0.61355E+03
    0.13771E-03    0.62542E+03
    0.14049E-03    0.63752E+03
    0.14333E-03    0.64986E+03
    0.14623E-03    0.66243E+03
    0.14918E-03    0.67525E+03
    0.15220E-03    0.68831E+03
    0.15527E-03    0.70162E+03
    0.15841E-03    0.71519E+03
    0.16161E-03    0.72902E+03
    0.16487E-03    0.74312E+03
    0.16820E-03    0.75749E+03
    0.17160E-03    0.77213E+03
    0.17507E-03    0.78706E+03
    0.17860E-03    0.80227E+03
    0.18221E-03    0.81778E+03
    0.18589E-03    0.83358E+03
    0.18965E-03    0.84969E+03
    0.19348E-03    0.86610E+03
    0.19739E-03    0.88283E+03
    0.20138E-03    0.89988E+03
    0.20544E-03    0.91726E+03
    0.20959E-03    0.93497E+03
    0.21383E-03    0.95302E+03
    0.21815E-03    0.97142E+03
    0.22255E-03    0.99016E+03
    0.22705E-03    0.10093E+04
    0.23164E-03    0.10287E+04
    0.23632E-03    0.10486E+04
    0.24109E-03    0.10688E+04
    0.24596E-03    0.10894E+04
    0.25093E-03    0.11104E+04
    0.25600E-03    0.11318E+04
    0.26117E-03    0.11536E+04
    0.26645E-03    0.11758E+04
    0.27183E-03    0.11985E+04
    0.27732E-03    0.12216E+04
    0.28292E-03    0.12451E+04
    0.28864E-03    0.12690E+04
    0.29447E-03    0.12934E+04
    0.30042E-03    0.13183E+04
    0.30649E-03    0.13437E+04
    0.31268E-03    0.13695E+04
    0.31899E-03    0.13958E+04
    0.32544E-03    0.14226E+04
    0.33201E-03    0.14499E+04
    0.33872E-03    0.14777E+04
    0.34556E-03    0.15061E+04
    0.35254E-03    0.15350E+04
    0.35966E-03    0.15644E+04
    0.36693E-03    0.15944E+04
    0.37434E-03    0.16249E+04
    0.38190E-03    0.16560E+04
    0.38962E-03    0.16877E+04
    0.39749E-03    0.17200E+04
    0.40552E-03    0.17529E+04
    0.41371E-03    0.17864E+04
    0.42207E-03    0.18205E+04
    0.43060E-03    0.18553E+04
    0.43929E-03    0.18907E+04
    0.44817E-03    0.19267E+04
    0.45722E-03    0.19634E+04
    0.46646E-03    0.20008E+04
    0.47588E-03    0.20389E+04
    0.48550E-03    0.20777E+04
    0.49530E-03    0.21172E+04
    0.50531E-03    0.21574E+04
    0.51552E-03    0.21984E+04
    0.52593E-03    0.22401E+04
    0.53656E-03    0.22825E+04
    0.54739E-03    0.23258E+04
    0.55845E-03    0.23698E+04
    0.56973E-03    0.24146E+04
    0.58124E-03    0.24603E+04
    0.59299E-03    0.25067E+04
    0.60496E-03    0.25540E+04
    0.61719E-03    0.26022E+04
    0.62965E-03    0.26512E+04
    0.64237E-03    0.27011E+04
    0.65535E-03    0.27518E+04
    0.66859E-03    0.28035E+04
    0.68210E-03    0.28561E+04
    0.69588E-03    0.29097E+04
    0.70993E-03    0.29642E+04
    0.72427E-03    0.30196E+04
    0.73891E-03    0.30761E+04
    0.75383E-03    0.31335E+04
    0.76906E-03    0.31920E+04
    0.78460E-03    0.32514E+04
    0.80045E-03    0.33120E+04
    0.81662E-03    0.33735E+04
    0.83311E-03    0.34362E+04
    0.84994E-03    0.34999E+04
    0.86711E-03    0.35648E+04
    0.88463E-03    0.36308E+04
    0.90250E-03    0.36979E+04
    0.92073E-03    0.37662E+04
    0.93933E-03    0.38357E+04
    0.95831E-03    0.39064E+04
    0.97767E-03    0.39782E+04
    0.99742E-03    0.40514E+04
    0.10176E-02    0.41257E+04
    0.10381E-02    0.42014E+04
    0.10591E-02    0.42783E+04
    0.10805E-02    0.43566E+04
    0.11023E-02    0.44362E+04
    0.11246E-02    0.45171E+04
    0.11473E-02    0.45994E+04
    0.11705E-02    0.46832E+04
    0.11941E-02    0.47683E+04
    0.12182E-02    0.48548E+04
    0.12429E-02    0.49428E+04
    0.12680E-02    0.50323E+04
    0.12936E-02    0.51233E+04
    0.13197E-02    0.52158E+04
    0.13464E-02    0.53099E+04
    0.13736E-02    0.54055E+04
    0.14013E-02    0.55027E+04
    0.14296E-02    0.56015E+04
    0.14585E-02    0.57019E+04
    0.14880E-02    0.58039E+04
    0.15180E-02    0.59077E+04
    0.15487E-02    0.60131E+04
    0.15800E-02    0.61202E+04
    0.16119E-02    0.62291E+04
    0.16445E-02    0.63397E+04
    0.16777E-02    0.64521E+04
    0.17116E-02    0.65662E+04
    0.17462E-02    0.66822E+04
    0.17814E-02    0.68000E+04
    0.18174E-02    0.69196E+04
    0.18541E-02    0.70411E+04
    0.18916E-02    0.71645E+04
    0.19298E-02    0.72897E+04
    0.19688E-02    0.74169E+04
    0.20086E-02    0.75460E+04
    0.20491E-02    0.76770E+04
    0.20905E-02    0.78100E+04
    0.21328E-02    0.79449E+04
    0.21758E-02    0.80818E+04
    0.22198E-02    0.82207E+04
    0.22646E-02    0.83616E+04
    0.23104E-02    0.85045E+04
    0.23571E-02    0.86494E+04
    0.24047E-02    0.87963E+04
    0.24533E-02    0.89453E+04
    0.25028E-02    0.90963E+04
    0.25534E-02    0.92493E+04
    0.26050E-02    0.94043E+04
    0.26576E-02    0.95614E+04
    0.27113E-02    0.97205E+04
    0.27660E-02    0.98816E+04
    0.28219E-02    0.10045E+05
    0.28789E-02    0.10210E+05
    0.29371E-02    0.10377E+05
    0.29964E-02    0.10546E+05
    0.30569E-02    0.10718E+05
    0.31187E-02    0.10891E+05
    0.31817E-02    0.11066E+05
    0.32460E-02    0.11243E+05
    0.33115E-02    0.11422E+05
    0.33784E-02    0.11603E+05
    0.34467E-02    0.11786E+05
    0.35163E-02    0.11970E+05
    0.35874E-02    0.12157E+05
    0.36598E-02    0.12345E+05
    0.37338E-02    0.12535E+05
    0.38092E-02    0.12727E+05
    0.38861E-02    0.12921E+05
    0.39646E-02    0.13116E+05
    0.40447E-02    0.13312E+05
    0.41264E-02    0.13511E+05
    0.42098E-02    0.13710E+05
    0.42948E-02    0.13911E+05
    0.43816E-02    0.14114E+05
    0.44701E-02    0.14318E+05
    0.45604E-02    0.14523E+05
    0.46525E-02    0.14729E+05
    0.47465E-02    0.14936E+05
    0.48424E-02    0.15145E+05
    0.49402E-02    0.15354E+05
    0.50400E-02    0.15564E+05
    0.51419E-02    0.15775E+05
    0.52457E-02    0.15986E+05
    0.53517E-02    0.16198E+05
    0.54598E-02    0.16411E+05
    0.55701E-02    0.16624E+05
    0.56826E-02    0.16836E+05
    0.57974E-02    0.17049E+05
    0.59145E-02    0.17262E+05
    0.60340E-02    0.17475E+05
    0.61559E-02    0.17687E+05
    0.62803E-02    0.17899E+05
    0.64072E-02    0.18111E+05
    0.65366E-02    0.18321E+05
    0.66686E-02    0.18531E+05
    0.68033E-02    0.18739E+05
    0.69408E-02    0.18946E+05
    0.70810E-02    0.19152E+05
    0.72240E-02    0.19356E+05
    0.73700E-02    0.19558E+05
    0.75189E-02    0.19758E+05
    0.76708E-02    0.19956E+05
    0.78257E-02    0.20151E+05
