#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.15975E+09    0.35782E+05    0.27536E+01    0.35782E+05    0.82562E+01    0.51776E-03    0.27536E+01    0.51776E-03    0.33876E-06
     3    0.13540E+09    0.42301E+05    0.17240E+01    0.42301E+05    0.13671E+02    0.43616E-03    0.17240E+01    0.43616E-03    0.18602E-06
     4    0.11820E+09    0.41755E+05    0.12294E+01    0.41755E+05    0.15154E+02    0.32771E-03    0.12294E+01    0.32771E-03    0.11924E-06
     5    0.10516E+09    0.36587E+05    0.94057E+00    0.36587E+05    0.13119E+02    0.21831E-03    0.94057E+00    0.21831E-03    0.83362E-07
     6    0.94824E+08    0.28750E+05    0.75252E+00    0.28750E+05    0.97717E+01    0.11642E-03    0.75252E+00    0.11642E-03    0.61611E-07
     7    0.86397E+08    0.19807E+05    0.62156E+00    0.19807E+05    0.74078E+01    0.29169E-04    0.62156E+00    0.29169E-04    0.47369E-07
     8    0.79334E+08    0.10921E+05    0.52531E+00    0.10921E+05    0.72414E+01   -0.36841E-04    0.52531E+00   -0.36841E-04    0.37509E-07
     9    0.73309E+08    0.29435E+04    0.45144E+00    0.29435E+04    0.91400E+01   -0.80174E-04    0.45144E+00   -0.80174E-04    0.30393E-07
    10    0.68064E+08   -0.35717E+04    0.39293E+00   -0.35717E+04    0.12029E+02   -0.10533E-03    0.39293E+00   -0.10533E-03    0.25082E-07
    11    0.63403E+08   -0.83880E+04    0.34582E+00   -0.83880E+04    0.14605E+02   -0.11715E-03    0.34582E+00   -0.11715E-03    0.21019E-07
    12    0.59230E+08   -0.11500E+05    0.30734E+00   -0.11500E+05    0.15871E+02   -0.11600E-03    0.30734E+00   -0.11600E-03    0.17832E-07
    13    0.55547E+08   -0.13039E+05    0.27561E+00   -0.13039E+05    0.15767E+02   -0.10212E-03    0.27561E+00   -0.10212E-03    0.15300E-07
