#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    35   0.260391E+04  -0.109247E+01   0.607714E-03   0.113736E+00   0.213565E-02  -0.109247E+01   0.313370E-01  -0.675001E-05   0.150448E-05   0.162374E-07   0.607714E-03  -0.675001E-05   0.236299E-06   0.108792E-04   0.237357E-06   0.113736E+00   0.150448E-05   0.108792E-04   0.280659E-02   0.349824E-04   0.213565E-02   0.162374E-07   0.237357E-06   0.349824E-04   0.136659E-05
    36   0.263851E+04  -0.118648E+01   0.556851E-03   0.110352E+00   0.206660E-02  -0.118648E+01   0.340594E-01  -0.654995E-05   0.130940E-05   0.153663E-07   0.556851E-03  -0.654995E-05   0.235354E-06   0.108432E-04   0.235812E-06   0.110352E+00   0.130940E-05   0.108432E-04   0.287158E-02   0.357460E-04   0.206660E-02   0.153663E-07   0.235812E-06   0.357460E-04   0.138871E-05
    37   0.267180E+04  -0.128476E+01   0.508133E-03   0.107096E+00   0.200137E-02  -0.128476E+01   0.370464E-01  -0.638637E-05   0.109887E-05   0.141931E-07   0.508133E-03  -0.638637E-05   0.234331E-06   0.108000E-04   0.234221E-06   0.107096E+00   0.109887E-05   0.108000E-04   0.293396E-02   0.364866E-04   0.200137E-02   0.141931E-07   0.234221E-06   0.364866E-04   0.141012E-05
    38   0.270415E+04  -0.138120E+01   0.460397E-03   0.103924E+00   0.193960E-02  -0.138120E+01   0.403021E-01  -0.616558E-05   0.882330E-06   0.125420E-07   0.460397E-03  -0.616558E-05   0.233237E-06   0.107510E-04   0.232591E-06   0.103924E+00   0.882330E-06   0.107510E-04   0.299397E-02   0.372072E-04   0.193960E-02   0.125420E-07   0.232591E-06   0.372072E-04   0.143083E-05
    39   0.273539E+04  -0.147649E+01   0.414373E-03   0.100836E+00   0.188081E-02  -0.147649E+01   0.438049E-01  -0.591846E-05   0.651000E-06   0.102550E-07   0.414373E-03  -0.591846E-05   0.232076E-06   0.106974E-04   0.230931E-06   0.100836E+00   0.651000E-06   0.106974E-04   0.305190E-02   0.379107E-04   0.188081E-02   0.102550E-07   0.230931E-06   0.379107E-04   0.145086E-05
    40   0.276528E+04  -0.157404E+01   0.371264E-03   0.978417E-01   0.182447E-02  -0.157404E+01   0.475294E-01  -0.570704E-05   0.391544E-06   0.717894E-08   0.371264E-03  -0.570704E-05   0.230854E-06   0.106401E-04   0.229246E-06   0.978417E-01   0.391544E-06   0.106401E-04   0.310800E-02   0.385998E-04   0.182447E-02   0.717894E-08   0.229246E-06   0.385998E-04   0.147023E-05
    41   0.279360E+04  -0.167654E+01   0.331976E-03   0.949514E-01   0.177014E-02  -0.167654E+01   0.514555E-01  -0.557652E-05   0.100180E-06   0.328443E-08   0.331976E-03  -0.557652E-05   0.229575E-06   0.105804E-04   0.227542E-06   0.949514E-01   0.100180E-06   0.105804E-04   0.316254E-02   0.392771E-04   0.177014E-02   0.328443E-08   0.227542E-06   0.392771E-04   0.148896E-05
    42   0.282045E+04  -0.178382E+01   0.296222E-03   0.921713E-01   0.171780E-02  -0.178382E+01   0.555835E-01  -0.550478E-05  -0.188673E-06  -0.961320E-09   0.296222E-03  -0.550478E-05   0.228243E-06   0.105188E-04   0.225824E-06   0.921713E-01  -0.188673E-06   0.105188E-04   0.321581E-02   0.399452E-04   0.171780E-02  -0.961320E-09   0.225824E-06   0.399452E-04   0.150705E-05
    43   0.284595E+04  -0.189542E+01   0.263417E-03   0.895066E-01   0.166748E-02  -0.189542E+01   0.599190E-01  -0.545287E-05  -0.431046E-06  -0.496706E-08   0.263417E-03  -0.545287E-05   0.226864E-06   0.104564E-04   0.224096E-06   0.895066E-01  -0.431046E-06   0.104564E-04   0.326809E-02   0.406062E-04   0.166748E-02  -0.496706E-08   0.224096E-06   0.406062E-04   0.152453E-05
    44   0.287027E+04  -0.201247E+01   0.232976E-03   0.869624E-01   0.161925E-02  -0.201247E+01   0.644652E-01  -0.538184E-05  -0.582968E-06  -0.814151E-08   0.232976E-03  -0.538184E-05   0.225443E-06   0.103937E-04   0.222364E-06   0.869624E-01  -0.582968E-06   0.103937E-04   0.331968E-02   0.412623E-04   0.161925E-02  -0.814151E-08   0.222364E-06   0.412623E-04   0.154142E-05
    45   0.289360E+04  -0.213641E+01   0.204315E-03   0.845442E-01   0.157315E-02  -0.213641E+01   0.692226E-01  -0.525273E-05  -0.600468E-06  -0.989341E-08   0.204315E-03  -0.525273E-05   0.223983E-06   0.103315E-04   0.220630E-06   0.845442E-01  -0.600468E-06   0.103315E-04   0.337085E-02   0.419159E-04   0.157315E-02  -0.989341E-08   0.220630E-06   0.419159E-04   0.155773E-05
    46   0.291601E+04  -0.226812E+01   0.176963E-03   0.822546E-01   0.152920E-02  -0.226812E+01   0.741897E-01  -0.503909E-05  -0.457039E-06  -0.981450E-08   0.176963E-03  -0.503909E-05   0.222491E-06   0.102706E-04   0.218900E-06   0.822546E-01  -0.457039E-06   0.102706E-04   0.342187E-02   0.425690E-04   0.152920E-02  -0.981450E-08   0.218900E-06   0.425690E-04   0.157348E-05
    47   0.293751E+04  -0.240812E+01   0.150912E-03   0.800859E-01   0.148726E-02  -0.240812E+01   0.793705E-01  -0.476434E-05  -0.196024E-06  -0.822851E-08   0.150912E-03  -0.476434E-05   0.220969E-06   0.102112E-04   0.217176E-06   0.800859E-01  -0.196024E-06   0.102112E-04   0.347297E-02   0.432228E-04   0.148726E-02  -0.822851E-08   0.217176E-06   0.432228E-04   0.158868E-05
    48   0.295809E+04  -0.255685E+01   0.126266E-03   0.780277E-01   0.144718E-02  -0.255685E+01   0.847630E-01  -0.446441E-05   0.121773E-06  -0.564218E-08   0.126266E-03  -0.446441E-05   0.219421E-06   0.101538E-04   0.215459E-06   0.780277E-01   0.121773E-06   0.101538E-04   0.352435E-02   0.438782E-04   0.144718E-02  -0.564218E-08   0.215459E-06   0.438782E-04   0.160335E-05
    49   0.297775E+04  -0.271468E+01   0.103131E-03   0.760700E-01   0.140876E-02  -0.271468E+01   0.903644E-01  -0.417522E-05   0.435544E-06  -0.256226E-08   0.103131E-03  -0.417522E-05   0.217850E-06   0.100985E-04   0.213752E-06   0.760700E-01   0.435544E-06   0.100985E-04   0.357620E-02   0.445362E-04   0.140876E-02  -0.256226E-08   0.213752E-06   0.445362E-04   0.161750E-05
    50   0.299656E+04  -0.288184E+01   0.816124E-04   0.742024E-01   0.137185E-02  -0.288184E+01   0.961834E-01  -0.393269E-05   0.684486E-06   0.504537E-09   0.816124E-04  -0.393269E-05   0.216259E-06   0.100457E-04   0.212056E-06   0.742024E-01   0.684486E-06   0.100457E-04   0.362874E-02   0.451977E-04   0.137185E-02   0.504537E-09   0.212056E-06   0.451977E-04   0.163114E-05
    51   0.301460E+04  -0.305818E+01   0.617616E-04   0.724162E-01   0.133630E-02  -0.305818E+01   0.102228E+00  -0.376479E-05   0.822297E-06   0.313231E-08   0.617616E-04  -0.376479E-05   0.214650E-06   0.999573E-05   0.210372E-06   0.724162E-01   0.822297E-06   0.999573E-05   0.368214E-02   0.458634E-04   0.133630E-02   0.313231E-08   0.210372E-06   0.458634E-04   0.164428E-05
    52   0.303185E+04  -0.324224E+01   0.434106E-04   0.707088E-01   0.130204E-02  -0.324224E+01   0.108503E+00  -0.366771E-05   0.860686E-06   0.521860E-08   0.434106E-04  -0.366771E-05   0.213027E-06   0.994849E-05   0.208702E-06   0.707088E-01   0.860686E-06   0.994849E-05   0.373649E-02   0.465333E-04   0.130204E-02   0.521860E-08   0.208702E-06   0.465333E-04   0.165693E-05
    53   0.304829E+04  -0.343243E+01   0.263371E-04   0.690792E-01   0.126905E-02  -0.343243E+01   0.115008E+00  -0.362970E-05   0.825869E-06   0.674180E-08   0.263371E-04  -0.362970E-05   0.211390E-06   0.990401E-05   0.207045E-06   0.690792E-01   0.825869E-06   0.990401E-05   0.379186E-02   0.472068E-04   0.126905E-02   0.674180E-08   0.207045E-06   0.472068E-04   0.166910E-05
    54   0.306393E+04  -0.362804E+01   0.103186E-04   0.675264E-01   0.123728E-02  -0.362804E+01   0.121743E+00  -0.363900E-05   0.744060E-06   0.768030E-08   0.103186E-04  -0.363900E-05   0.209742E-06   0.986225E-05   0.205402E-06   0.675264E-01   0.744060E-06   0.986225E-05   0.384833E-02   0.478837E-04   0.123728E-02   0.768030E-08   0.205402E-06   0.478837E-04   0.168080E-05
    55   0.307882E+04  -0.382870E+01  -0.486705E-05   0.660494E-01   0.120671E-02  -0.382870E+01   0.128709E+00  -0.368388E-05   0.641474E-06   0.801249E-08  -0.486705E-05  -0.368388E-05   0.208085E-06   0.982322E-05   0.203773E-06   0.660494E-01   0.641474E-06   0.982322E-05   0.390595E-02   0.485637E-04   0.120671E-02   0.801249E-08   0.203773E-06   0.485637E-04   0.169204E-05
    56   0.309311E+04  -0.403498E+01  -0.193873E-04   0.646464E-01   0.117729E-02  -0.403498E+01   0.135902E+00  -0.375086E-05   0.540504E-06   0.775038E-08  -0.193873E-04  -0.375086E-05   0.206420E-06   0.978684E-05   0.202158E-06   0.646464E-01   0.540504E-06   0.978684E-05   0.396478E-02   0.492461E-04   0.117729E-02   0.775038E-08   0.202158E-06   0.492461E-04   0.170283E-05
    57   0.310691E+04  -0.424850E+01  -0.331895E-04   0.633126E-01   0.114896E-02  -0.424850E+01   0.143313E+00  -0.381973E-05   0.448264E-06   0.704040E-08  -0.331895E-04  -0.381973E-05   0.204749E-06   0.975295E-05   0.200557E-06   0.633126E-01   0.448264E-06   0.975295E-05   0.402477E-02   0.499298E-04   0.114896E-02   0.704040E-08   0.200557E-06   0.499298E-04   0.171317E-05
    58   0.312022E+04  -0.447046E+01  -0.461661E-04   0.620425E-01   0.112166E-02  -0.447046E+01   0.150936E+00  -0.386856E-05   0.368048E-06   0.606261E-08  -0.461661E-04  -0.386856E-05   0.203072E-06   0.972132E-05   0.198970E-06   0.620425E-01   0.368048E-06   0.972132E-05   0.408585E-02   0.506136E-04   0.112166E-02   0.606261E-08   0.198970E-06   0.506136E-04   0.172307E-05
    59   0.313298E+04  -0.470179E+01  -0.582094E-04   0.608306E-01   0.109534E-02  -0.470179E+01   0.158764E+00  -0.387542E-05   0.303150E-06   0.499707E-08  -0.582094E-04  -0.387542E-05   0.201392E-06   0.969175E-05   0.197396E-06   0.608306E-01   0.303150E-06   0.969175E-05   0.414795E-02   0.512962E-04   0.109534E-02   0.499707E-08   0.197396E-06   0.512962E-04   0.173254E-05
    60   0.314518E+04  -0.494299E+01  -0.692117E-04   0.596713E-01   0.106992E-02  -0.494299E+01   0.166785E+00  -0.381837E-05   0.256863E-06   0.402382E-08  -0.692117E-04  -0.381837E-05   0.199708E-06   0.966402E-05   0.195834E-06   0.596713E-01   0.256863E-06   0.966402E-05   0.421102E-02   0.519762E-04   0.106992E-02   0.402382E-08   0.195834E-06   0.519762E-04   0.174157E-05
    61   0.315686E+04  -0.519428E+01  -0.791020E-04   0.585595E-01   0.104535E-02  -0.519428E+01   0.174987E+00  -0.368370E-05   0.230600E-06   0.327858E-08  -0.791020E-04  -0.368370E-05   0.198022E-06   0.963792E-05   0.194284E-06   0.585595E-01   0.230600E-06   0.963792E-05   0.427496E-02   0.526523E-04   0.104535E-02   0.327858E-08   0.194284E-06   0.526523E-04   0.175019E-05
    62   0.316805E+04  -0.545513E+01  -0.879556E-04   0.574918E-01   0.102160E-02  -0.545513E+01   0.183371E+00  -0.349048E-05   0.218252E-06   0.271976E-08  -0.879556E-04  -0.349048E-05   0.196335E-06   0.961321E-05   0.192746E-06   0.574918E-01   0.218252E-06   0.961321E-05   0.433964E-02   0.533233E-04   0.102160E-02   0.271976E-08   0.192746E-06   0.533233E-04   0.175840E-05
    63   0.317882E+04  -0.572484E+01  -0.958843E-04   0.564650E-01   0.998630E-03  -0.572484E+01   0.191939E+00  -0.326598E-05   0.211832E-06   0.226142E-08  -0.958843E-04  -0.326598E-05   0.194649E-06   0.958968E-05   0.191221E-06   0.564650E-01   0.211832E-06   0.958968E-05   0.440492E-02   0.539877E-04   0.998630E-03   0.226142E-08   0.191221E-06   0.539877E-04   0.176621E-05
    64   0.318920E+04  -0.600269E+01  -0.103000E-03   0.554761E-01   0.976417E-03  -0.600269E+01   0.200694E+00  -0.303747E-05   0.203348E-06   0.181763E-08  -0.103000E-03  -0.303747E-05   0.192967E-06   0.956707E-05   0.189710E-06   0.554761E-01   0.203348E-06   0.956707E-05   0.447065E-02   0.546442E-04   0.976417E-03   0.181763E-08   0.189710E-06   0.546442E-04   0.177365E-05
    65   0.319925E+04  -0.628803E+01  -0.109414E-03   0.545219E-01   0.954931E-03  -0.628803E+01   0.209640E+00  -0.283225E-05   0.184813E-06   0.130246E-08  -0.109414E-03  -0.283225E-05   0.191288E-06   0.954517E-05   0.188211E-06   0.545219E-01   0.184813E-06   0.954517E-05   0.453669E-02   0.552915E-04   0.954931E-03   0.130246E-08   0.188211E-06   0.552915E-04   0.178074E-05
    66   0.320905E+04  -0.658045E+01  -0.115240E-03   0.535995E-01   0.934140E-03  -0.658045E+01   0.218773E+00  -0.267203E-05   0.150729E-06   0.653527E-09  -0.115240E-03  -0.267203E-05   0.189615E-06   0.952374E-05   0.186727E-06   0.535995E-01   0.150729E-06   0.952374E-05   0.460289E-02   0.559282E-04   0.934140E-03   0.653527E-09   0.186727E-06   0.559282E-04   0.178748E-05
    67   0.321859E+04  -0.687974E+01  -0.120592E-03   0.527064E-01   0.914011E-03  -0.687974E+01   0.228085E+00  -0.255640E-05   0.105562E-06  -0.972619E-10  -0.120592E-03  -0.255640E-05   0.187949E-06   0.950254E-05   0.185256E-06   0.527064E-01   0.105562E-06   0.950254E-05   0.466904E-02   0.565529E-04   0.914011E-03  -0.972619E-10   0.185256E-06   0.565529E-04   0.179388E-05
