#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    19   0.853939E+03   0.135941E+01   0.178714E-02   0.781884E-01   0.169233E-02   0.135941E+01   0.628306E-02  -0.282559E-05   0.544938E-05   0.963374E-07   0.178714E-02  -0.282559E-05   0.126885E-06   0.511476E-05   0.140441E-06   0.781884E-01   0.544938E-05   0.511476E-05   0.772002E-03   0.101604E-04   0.169233E-02   0.963374E-07   0.140441E-06   0.101604E-04   0.541469E-06
    20   0.866210E+03   0.141451E+01   0.172608E-02   0.775053E-01   0.164540E-02   0.141451E+01   0.673443E-02  -0.282271E-05   0.538234E-05   0.897742E-07   0.172608E-02  -0.282271E-05   0.128075E-06   0.531992E-05   0.142500E-06   0.775053E-01   0.538234E-05   0.531992E-05   0.842431E-03   0.110030E-04   0.164540E-02   0.897742E-07   0.142500E-06   0.110030E-04   0.570095E-06
    21   0.878981E+03   0.146066E+01   0.166754E-02   0.766685E-01   0.159888E-02   0.146066E+01   0.722591E-02  -0.244074E-05   0.508627E-05   0.841239E-07   0.166754E-02  -0.244074E-05   0.129099E-06   0.550879E-05   0.144252E-06   0.766685E-01   0.508627E-05   0.550879E-05   0.913334E-03   0.118413E-04   0.159888E-02   0.841239E-07   0.144252E-06   0.118413E-04   0.597899E-06
    22   0.892296E+03   0.149780E+01   0.161238E-02   0.757127E-01   0.155314E-02   0.149780E+01   0.785662E-02  -0.188098E-05   0.466965E-05   0.802058E-07   0.161238E-02  -0.188098E-05   0.129977E-06   0.568185E-05   0.145733E-06   0.757127E-01   0.466965E-05   0.568185E-05   0.984386E-03   0.126724E-04   0.155314E-02   0.802058E-07   0.145733E-06   0.126724E-04   0.624928E-06
    23   0.905716E+03   0.153150E+01   0.156011E-02   0.746367E-01   0.150821E-02   0.153150E+01   0.871378E-02  -0.131423E-05   0.436217E-05   0.783456E-07   0.156011E-02  -0.131423E-05   0.130721E-06   0.583929E-05   0.146967E-06   0.746367E-01   0.436217E-05   0.583929E-05   0.105525E-02   0.134931E-04   0.150821E-02   0.783456E-07   0.146967E-06   0.134931E-04   0.651193E-06
    24   0.919508E+03   0.156749E+01   0.151007E-02   0.734390E-01   0.146410E-02   0.156749E+01   0.986502E-02  -0.868110E-06   0.433010E-05   0.783057E-07   0.151007E-02  -0.868110E-06   0.131337E-06   0.598135E-05   0.147975E-06   0.734390E-01   0.433010E-05   0.598135E-05   0.112560E-02   0.143004E-04   0.146410E-02   0.783057E-07   0.147975E-06   0.143004E-04   0.676700E-06
    25   0.933795E+03   0.160227E+01   0.146215E-02   0.721520E-01   0.142108E-02   0.160227E+01   0.112807E-01  -0.528067E-06   0.436474E-05   0.780904E-07   0.146215E-02  -0.528067E-06   0.131837E-06   0.610864E-05   0.148779E-06   0.721520E-01   0.436474E-05   0.610864E-05   0.119518E-02   0.150924E-04   0.142108E-02   0.780904E-07   0.148779E-06   0.150924E-04   0.701484E-06
    26   0.948089E+03   0.164182E+01   0.141641E-02   0.708100E-01   0.137937E-02   0.164182E+01   0.129224E-01  -0.265198E-06   0.422993E-05   0.757504E-07   0.141641E-02  -0.265198E-06   0.132233E-06   0.622187E-05   0.149406E-06   0.708100E-01   0.422993E-05   0.622187E-05   0.126377E-02   0.158678E-04   0.137937E-02   0.757504E-07   0.149406E-06   0.158678E-04   0.725585E-06
    27   0.962804E+03   0.168633E+01   0.137307E-02   0.694198E-01   0.133892E-02   0.168633E+01   0.147891E-01  -0.135330E-06   0.395467E-05   0.712819E-07   0.137307E-02  -0.135330E-06   0.132534E-06   0.632176E-05   0.149873E-06   0.694198E-01   0.395467E-05   0.632176E-05   0.133117E-02   0.166255E-04   0.133892E-02   0.712819E-07   0.149873E-06   0.166255E-04   0.749042E-06
    28   0.977780E+03   0.172946E+01   0.133226E-02   0.679844E-01   0.129966E-02   0.172946E+01   0.168647E-01  -0.198058E-06   0.363149E-05   0.653085E-07   0.133226E-02  -0.198058E-06   0.132747E-06   0.640900E-05   0.150197E-06   0.679844E-01   0.363149E-05   0.640900E-05   0.139723E-02   0.173643E-04   0.129966E-02   0.653085E-07   0.150197E-06   0.173643E-04   0.771880E-06
    29   0.992958E+03   0.177386E+01   0.129375E-02   0.665172E-01   0.126162E-02   0.177386E+01   0.191327E-01  -0.443319E-06   0.334181E-05   0.590175E-07   0.129375E-02  -0.443319E-06   0.132874E-06   0.648407E-05   0.150386E-06   0.665172E-01   0.334181E-05   0.648407E-05   0.146175E-02   0.180832E-04   0.126162E-02   0.590175E-07   0.150386E-06   0.180832E-04   0.794086E-06
    30   0.100855E+04   0.180975E+01   0.125716E-02   0.650330E-01   0.122486E-02   0.180975E+01   0.215813E-01  -0.820910E-06   0.315216E-05   0.535952E-07   0.125716E-02  -0.820910E-06   0.132914E-06   0.654753E-05   0.150451E-06   0.650330E-01   0.315216E-05   0.654753E-05   0.152457E-02   0.187814E-04   0.122486E-02   0.535952E-07   0.150451E-06   0.187814E-04   0.815657E-06
    31   0.102392E+04   0.184263E+01   0.122199E-02   0.635406E-01   0.118939E-02   0.184263E+01   0.242060E-01  -0.118973E-05   0.308056E-05   0.496576E-07   0.122199E-02  -0.118973E-05   0.132881E-06   0.660044E-05   0.150408E-06   0.635406E-01   0.308056E-05   0.660044E-05   0.158567E-02   0.194596E-04   0.118939E-02   0.496576E-07   0.150408E-06   0.194596E-04   0.836649E-06
    32   0.103985E+04   0.186345E+01   0.118784E-02   0.620472E-01   0.115518E-02   0.186345E+01   0.270329E-01  -0.141478E-05   0.312474E-05   0.475150E-07   0.118784E-02  -0.141478E-05   0.132786E-06   0.664388E-05   0.150276E-06   0.620472E-01   0.312474E-05   0.664388E-05   0.164507E-02   0.201188E-04   0.115518E-02   0.475150E-07   0.150276E-06   0.201188E-04   0.857121E-06
    33   0.105584E+04   0.187398E+01   0.115502E-02   0.605598E-01   0.112220E-02   0.187398E+01   0.300346E-01  -0.147640E-05   0.324961E-05   0.468245E-07   0.115502E-02  -0.147640E-05   0.132632E-06   0.667865E-05   0.150066E-06   0.605598E-01   0.324961E-05   0.667865E-05   0.170276E-02   0.207598E-04   0.112220E-02   0.468245E-07   0.150066E-06   0.207598E-04   0.877092E-06
    34   0.107188E+04   0.187891E+01   0.112387E-02   0.590850E-01   0.109042E-02   0.187891E+01   0.332424E-01  -0.140020E-05   0.341111E-05   0.470648E-07   0.112387E-02  -0.140020E-05   0.132422E-06   0.670546E-05   0.149784E-06   0.590850E-01   0.341111E-05   0.670546E-05   0.175872E-02   0.213831E-04   0.109042E-02   0.470648E-07   0.149784E-06   0.213831E-04   0.896569E-06
    35   0.108857E+04   0.186680E+01   0.109430E-02   0.576284E-01   0.105985E-02   0.186680E+01   0.366369E-01  -0.127754E-05   0.356195E-05   0.476560E-07   0.109430E-02  -0.127754E-05   0.132161E-06   0.672507E-05   0.149439E-06   0.576284E-01   0.356195E-05   0.672507E-05   0.181299E-02   0.219898E-04   0.105985E-02   0.476560E-07   0.149439E-06   0.219898E-04   0.915570E-06
    36   0.110502E+04   0.184513E+01   0.106604E-02   0.561952E-01   0.103047E-02   0.184513E+01   0.402261E-01  -0.119082E-05   0.365825E-05   0.480443E-07   0.106604E-02  -0.119082E-05   0.131853E-06   0.673826E-05   0.149039E-06   0.561952E-01   0.365825E-05   0.673826E-05   0.186563E-02   0.225810E-04   0.103047E-02   0.480443E-07   0.149039E-06   0.225810E-04   0.934114E-06
    37   0.112172E+04   0.180920E+01   0.103872E-02   0.547896E-01   0.100222E-02   0.180920E+01   0.440667E-01  -0.112080E-05   0.367300E-05   0.478395E-07   0.103872E-02  -0.112080E-05   0.131501E-06   0.674576E-05   0.148590E-06   0.547896E-01   0.367300E-05   0.674576E-05   0.191671E-02   0.231578E-04   0.100222E-02   0.478395E-07   0.148590E-06   0.231578E-04   0.952220E-06
    38   0.113875E+04   0.176305E+01   0.101204E-02   0.534149E-01   0.975026E-03   0.176305E+01   0.481826E-01  -0.103227E-05   0.359250E-05   0.467954E-07   0.101204E-02  -0.103227E-05   0.131109E-06   0.674825E-05   0.148099E-06   0.534149E-01   0.359250E-05   0.674825E-05   0.196632E-02   0.237216E-04   0.975026E-03   0.467954E-07   0.148099E-06   0.237216E-04   0.969902E-06
    39   0.115602E+04   0.170803E+01   0.986156E-03   0.520735E-01   0.948842E-03   0.170803E+01   0.525660E-01  -0.927566E-06   0.343948E-05   0.450791E-07   0.986156E-03  -0.927566E-06   0.130680E-06   0.674637E-05   0.147571E-06   0.520735E-01   0.343948E-05   0.674637E-05   0.201457E-02   0.242735E-04   0.948842E-03   0.450791E-07   0.147571E-06   0.242735E-04   0.987167E-06
    40   0.117346E+04   0.164382E+01   0.961319E-03   0.507678E-01   0.923652E-03   0.164382E+01   0.572036E-01  -0.818415E-06   0.324574E-05   0.429610E-07   0.961319E-03  -0.818415E-06   0.130216E-06   0.674069E-05   0.147009E-06   0.507678E-01   0.324574E-05   0.674069E-05   0.206154E-02   0.248149E-04   0.923652E-03   0.429610E-07   0.147009E-06   0.248149E-04   0.100402E-05
    41   0.119098E+04   0.157031E+01   0.937721E-03   0.494995E-01   0.899430E-03   0.157031E+01   0.620869E-01  -0.715109E-06   0.303775E-05   0.406603E-07   0.937721E-03  -0.715109E-06   0.129717E-06   0.673182E-05   0.146417E-06   0.494995E-01   0.303775E-05   0.673182E-05   0.210734E-02   0.253468E-04   0.899430E-03   0.406603E-07   0.146417E-06   0.253468E-04   0.102047E-05
    42   0.120860E+04   0.148812E+01   0.915300E-03   0.482697E-01   0.876140E-03   0.148812E+01   0.672259E-01  -0.622185E-06   0.282063E-05   0.381929E-07   0.915300E-03  -0.622185E-06   0.129189E-06   0.672024E-05   0.145800E-06   0.482697E-01   0.282063E-05   0.672024E-05   0.215212E-02   0.258707E-04   0.876140E-03   0.381929E-07   0.145800E-06   0.258707E-04   0.103652E-05
    43   0.122633E+04   0.139765E+01   0.893931E-03   0.470791E-01   0.853739E-03   0.139765E+01   0.726349E-01  -0.542741E-06   0.259412E-05   0.355236E-07   0.893931E-03  -0.542741E-06   0.128631E-06   0.670643E-05   0.145160E-06   0.470791E-01   0.259412E-05   0.670643E-05   0.219600E-02   0.263879E-04   0.853739E-03   0.355236E-07   0.145160E-06   0.263879E-04   0.105219E-05
    44   0.124423E+04   0.129773E+01   0.873488E-03   0.459284E-01   0.832188E-03   0.129773E+01   0.783261E-01  -0.479876E-06   0.235800E-05   0.326172E-07   0.873488E-03  -0.479876E-06   0.128048E-06   0.669089E-05   0.144500E-06   0.459284E-01   0.235800E-05   0.669089E-05   0.223913E-02   0.268995E-04   0.832188E-03   0.326172E-07   0.144500E-06   0.268995E-04   0.106748E-05
    45   0.126235E+04   0.118684E+01   0.853846E-03   0.448185E-01   0.811445E-03   0.118684E+01   0.843090E-01  -0.436687E-06   0.211204E-05   0.294385E-07   0.853846E-03  -0.436687E-06   0.127441E-06   0.667408E-05   0.143825E-06   0.448185E-01   0.211204E-05   0.667408E-05   0.228166E-02   0.274070E-04   0.811445E-03   0.294385E-07   0.143825E-06   0.274070E-04   0.108240E-05
    46   0.128066E+04   0.106402E+01   0.834888E-03   0.437498E-01   0.791471E-03   0.106402E+01   0.905878E-01  -0.414597E-06   0.185876E-05   0.259981E-07   0.834888E-03  -0.414597E-06   0.126813E-06   0.665647E-05   0.143138E-06   0.437498E-01   0.185876E-05   0.665647E-05   0.232372E-02   0.279114E-04   0.791471E-03   0.259981E-07   0.143138E-06   0.279114E-04   0.109697E-05
    47   0.129915E+04   0.928453E+00   0.816536E-03   0.427218E-01   0.772235E-03   0.928453E+00   0.971572E-01  -0.408331E-06   0.161181E-05   0.224890E-07   0.816536E-03  -0.408331E-06   0.126165E-06   0.663835E-05   0.142439E-06   0.427218E-01   0.161181E-05   0.663835E-05   0.236545E-02   0.284138E-04   0.772235E-03   0.224890E-07   0.142439E-06   0.284138E-04   0.111119E-05
    48   0.131780E+04   0.779398E+00   0.798722E-03   0.417340E-01   0.753704E-03   0.779398E+00   0.104003E+00  -0.410940E-06   0.138761E-05   0.191498E-07   0.798722E-03  -0.410940E-06   0.125500E-06   0.661999E-05   0.141732E-06   0.417340E-01   0.138761E-05   0.661999E-05   0.240697E-02   0.289150E-04   0.753704E-03   0.191498E-07   0.141732E-06   0.289150E-04   0.112508E-05
    49   0.133660E+04   0.616164E+00   0.781376E-03   0.407856E-01   0.735850E-03   0.616164E+00   0.111109E+00  -0.415472E-06   0.120256E-05   0.162194E-07   0.781376E-03  -0.415472E-06   0.124819E-06   0.660167E-05   0.141017E-06   0.407856E-01   0.120256E-05   0.660167E-05   0.244841E-02   0.294157E-04   0.735850E-03   0.162194E-07   0.141017E-06   0.294157E-04   0.113862E-05
    50   0.135561E+04   0.438206E+00   0.764429E-03   0.398760E-01   0.718640E-03   0.438206E+00   0.118472E+00  -0.414979E-06   0.107309E-05   0.139364E-07   0.764429E-03  -0.414979E-06   0.124123E-06   0.658365E-05   0.140297E-06   0.398760E-01   0.107309E-05   0.658365E-05   0.248991E-02   0.299168E-04   0.718640E-03   0.139364E-07   0.140297E-06   0.299168E-04   0.115184E-05
    51   0.137488E+04   0.245416E+00   0.747842E-03   0.390045E-01   0.702046E-03   0.245416E+00   0.126093E+00  -0.404823E-06   0.100997E-05   0.124787E-07   0.747842E-03  -0.404823E-06   0.123415E-06   0.656617E-05   0.139573E-06   0.390045E-01   0.100997E-05   0.656617E-05   0.253159E-02   0.304191E-04   0.702046E-03   0.124787E-07   0.139573E-06   0.304191E-04   0.116474E-05
    52   0.139437E+04   0.392385E-01   0.731682E-03   0.381698E-01   0.686041E-03   0.392385E-01   0.133980E+00  -0.389622E-06   0.100148E-05   0.117808E-07   0.731682E-03  -0.389622E-06   0.122694E-06   0.654936E-05   0.138846E-06   0.381698E-01   0.100148E-05   0.654936E-05   0.257353E-02   0.309228E-04   0.686041E-03   0.117808E-07   0.138846E-06   0.309228E-04   0.117732E-05
    53   0.141401E+04  -0.178705E+00   0.716047E-03   0.373706E-01   0.670597E-03  -0.178705E+00   0.142146E+00  -0.376308E-06   0.103023E-05   0.117165E-07   0.716047E-03  -0.376308E-06   0.121963E-06   0.653331E-05   0.138116E-06   0.373706E-01   0.103023E-05   0.653331E-05   0.261583E-02   0.314282E-04   0.670597E-03   0.117165E-07   0.138116E-06   0.314282E-04   0.118959E-05
    54   0.143377E+04  -0.407651E+00   0.701034E-03   0.366056E-01   0.655690E-03  -0.407651E+00   0.150602E+00  -0.371812E-06   0.107887E-05   0.121595E-07   0.701034E-03  -0.371812E-06   0.121222E-06   0.651812E-05   0.137385E-06   0.366056E-01   0.107887E-05   0.651812E-05   0.265854E-02   0.319353E-04   0.655690E-03   0.121595E-07   0.137385E-06   0.319353E-04   0.120155E-05
    55   0.145365E+04  -0.647207E+00   0.686740E-03   0.358734E-01   0.641292E-03  -0.647207E+00   0.159359E+00  -0.383064E-06   0.113002E-05   0.129834E-07   0.686740E-03  -0.383064E-06   0.120472E-06   0.650389E-05   0.136652E-06   0.358734E-01   0.113002E-05   0.650389E-05   0.270177E-02   0.324445E-04   0.641292E-03   0.129834E-07   0.136652E-06   0.324445E-04   0.121321E-05
    56   0.147377E+04  -0.897833E+00   0.673217E-03   0.351727E-01   0.627379E-03  -0.897833E+00   0.168422E+00  -0.414073E-06   0.116860E-05   0.140526E-07   0.673217E-03  -0.414073E-06   0.119715E-06   0.649067E-05   0.135919E-06   0.351727E-01   0.116860E-05   0.649067E-05   0.274558E-02   0.329557E-04   0.627379E-03   0.140526E-07   0.135919E-06   0.329557E-04   0.122457E-05
    57   0.149422E+04  -0.116084E+01   0.660342E-03   0.345021E-01   0.613928E-03  -0.116084E+01   0.177782E+00  -0.457151E-06   0.118863E-05   0.151935E-07   0.660342E-03  -0.457151E-06   0.118950E-06   0.647847E-05   0.135186E-06   0.345021E-01   0.118863E-05   0.647847E-05   0.278998E-02   0.334688E-04   0.613928E-03   0.151935E-07   0.135186E-06   0.334688E-04   0.123563E-05
    58   0.151495E+04  -0.143707E+01   0.647946E-03   0.338598E-01   0.600921E-03  -0.143707E+01   0.187432E+00  -0.501686E-06   0.118639E-05   0.162233E-07   0.647946E-03  -0.501686E-06   0.118178E-06   0.646725E-05   0.134452E-06   0.338598E-01   0.118639E-05   0.646725E-05   0.283501E-02   0.339832E-04   0.600921E-03   0.162233E-07   0.134452E-06   0.339832E-04   0.124639E-05
    59   0.153589E+04  -0.172707E+01   0.635860E-03   0.332444E-01   0.588336E-03  -0.172707E+01   0.197366E+00  -0.537067E-06   0.115820E-05   0.169590E-07   0.635860E-03  -0.537067E-06   0.117401E-06   0.645698E-05   0.133718E-06   0.332444E-01   0.115820E-05   0.645698E-05   0.288066E-02   0.344987E-04   0.588336E-03   0.169590E-07   0.133718E-06   0.344987E-04   0.125687E-05
    60   0.155699E+04  -0.203100E+01   0.623918E-03   0.326543E-01   0.576153E-03  -0.203100E+01   0.207568E+00  -0.552682E-06   0.110033E-05   0.172177E-07   0.623918E-03  -0.552682E-06   0.116617E-06   0.644762E-05   0.132984E-06   0.326543E-01   0.110033E-05   0.644762E-05   0.292696E-02   0.350148E-04   0.576153E-03   0.172177E-07   0.132984E-06   0.350148E-04   0.126705E-05
    61   0.157829E+04  -0.234884E+01   0.611998E-03   0.320880E-01   0.564353E-03  -0.234884E+01   0.218026E+00  -0.542518E-06   0.101156E-05   0.168753E-07   0.611998E-03  -0.542518E-06   0.115829E-06   0.643913E-05   0.132251E-06   0.320880E-01   0.101156E-05   0.643913E-05   0.297391E-02   0.355310E-04   0.564353E-03   0.168753E-07   0.132251E-06   0.355310E-04   0.127694E-05
    62   0.159977E+04  -0.268041E+01   0.600173E-03   0.315441E-01   0.552922E-03  -0.268041E+01   0.228737E+00  -0.518955E-06   0.900514E-06   0.160428E-07   0.600173E-03  -0.518955E-06   0.115037E-06   0.643146E-05   0.131517E-06   0.315441E-01   0.900514E-06   0.643146E-05   0.302147E-02   0.360469E-04   0.552922E-03   0.160428E-07   0.131517E-06   0.360469E-04   0.128655E-05
    63   0.162146E+04  -0.302549E+01   0.588562E-03   0.310215E-01   0.541846E-03  -0.302549E+01   0.239700E+00  -0.498969E-06   0.778289E-06   0.148902E-07   0.588562E-03  -0.498969E-06   0.114242E-06   0.642452E-05   0.130785E-06   0.310215E-01   0.778289E-06   0.642452E-05   0.306962E-02   0.365619E-04   0.541846E-03   0.148902E-07   0.130785E-06   0.365619E-04   0.129589E-05
    64   0.164338E+04  -0.338386E+01   0.577286E-03   0.305187E-01   0.531111E-03  -0.338386E+01   0.250915E+00  -0.499540E-06   0.655981E-06   0.135874E-07   0.577286E-03  -0.499540E-06   0.113445E-06   0.641825E-05   0.130054E-06   0.305187E-01   0.655981E-06   0.641825E-05   0.311831E-02   0.370754E-04   0.531111E-03   0.135874E-07   0.130054E-06   0.370754E-04   0.130497E-05
    65   0.166555E+04  -0.375533E+01   0.566464E-03   0.300345E-01   0.520704E-03  -0.375533E+01   0.262381E+00  -0.537645E-06   0.544686E-06   0.123042E-07   0.566464E-03  -0.537645E-06   0.112646E-06   0.641258E-05   0.129326E-06   0.300345E-01   0.544686E-06   0.641258E-05   0.316751E-02   0.375869E-04   0.520704E-03   0.123042E-07   0.129326E-06   0.375869E-04   0.131380E-05
    66   0.168802E+04  -0.413982E+01   0.556187E-03   0.295678E-01   0.510612E-03  -0.413982E+01   0.274094E+00  -0.623272E-06   0.453047E-06   0.111771E-07   0.556187E-03  -0.623272E-06   0.111848E-06   0.640742E-05   0.128600E-06   0.295678E-01   0.453047E-06   0.640742E-05   0.321717E-02   0.380958E-04   0.510612E-03   0.111771E-07   0.128600E-06   0.380958E-04   0.132239E-05
    67   0.171076E+04  -0.453666E+01   0.546426E-03   0.291172E-01   0.500820E-03  -0.453666E+01   0.286046E+00  -0.738455E-06   0.379887E-06   0.102093E-07   0.546426E-03  -0.738455E-06   0.111049E-06   0.640267E-05   0.127877E-06   0.291172E-01   0.379887E-06   0.640267E-05   0.326721E-02   0.386014E-04   0.500820E-03   0.102093E-07   0.127877E-06   0.386014E-04   0.133073E-05
