#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11353E+04    0.33946E+01    0.14050E-02    0.33946E+01    0.54811E-01   -0.66795E-05    0.14050E-02   -0.66795E-05    0.80845E-08
     3    0.10569E+04    0.42416E+01    0.98941E-03    0.42416E+01    0.88232E-01   -0.57319E-05    0.98941E-03   -0.57319E-05    0.49135E-08
     4    0.98404E+03    0.43481E+01    0.74720E-03    0.43481E+01    0.97720E-01   -0.44280E-05    0.74720E-03   -0.44280E-05    0.33936E-08
     5    0.92773E+03    0.40180E+01    0.58946E-03    0.40180E+01    0.85369E-01   -0.31488E-05    0.58946E-03   -0.31488E-05    0.25195E-08
     6    0.88670E+03    0.34854E+01    0.47944E-03    0.34854E+01    0.62106E-01   -0.20269E-05    0.47944E-03   -0.20269E-05    0.19595E-08
     7    0.85803E+03    0.28981E+01    0.39913E-03    0.28981E+01    0.38967E-01   -0.11195E-05    0.39913E-03   -0.11195E-05    0.15749E-08
     8    0.83850E+03    0.23459E+01    0.33804E-03    0.23459E+01    0.22284E-01   -0.44678E-06    0.33804E-03   -0.44678E-06    0.12972E-08
     9    0.82600E+03    0.18739E+01    0.28999E-03    0.18739E+01    0.13153E-01   -0.15646E-08    0.28999E-03   -0.15646E-08    0.10891E-08
    10    0.81895E+03    0.15065E+01    0.25145E-03    0.15065E+01    0.94606E-02    0.24897E-06    0.25145E-03    0.24897E-06    0.92841E-09
    11    0.81578E+03    0.12515E+01    0.22035E-03    0.12515E+01    0.83342E-02    0.35219E-06    0.22035E-03    0.35219E-06    0.80155E-09
    12    0.81660E+03    0.11067E+01    0.19501E-03    0.11067E+01    0.77836E-02    0.35231E-06    0.19501E-03    0.35231E-06    0.69913E-09
    13    0.81961E+03    0.10480E+01    0.17412E-03    0.10480E+01    0.69518E-02    0.28330E-06    0.17412E-03    0.28330E-06    0.61538E-09
    14    0.82388E+03    0.10471E+01    0.15655E-03    0.10471E+01    0.60347E-02    0.17684E-06    0.15655E-03    0.17684E-06    0.54575E-09
    15    0.82966E+03    0.10849E+01    0.14154E-03    0.10849E+01    0.53279E-02    0.64923E-07    0.14154E-03    0.64923E-07    0.48728E-09
    16    0.83731E+03    0.11460E+01    0.12846E-03    0.11460E+01    0.50434E-02   -0.25219E-07    0.12846E-03   -0.25219E-07    0.43760E-09
    17    0.84675E+03    0.12156E+01    0.11706E-03    0.12156E+01    0.51801E-02   -0.85786E-07    0.11706E-03   -0.85786E-07    0.39506E-09
    18    0.85701E+03    0.12824E+01    0.10713E-03    0.12824E+01    0.54974E-02   -0.11600E-06    0.10713E-03   -0.11600E-06    0.35832E-09
    19    0.86892E+03    0.13406E+01    0.98439E-04    0.13406E+01    0.58593E-02   -0.12374E-06    0.98439E-04   -0.12374E-06    0.32637E-09
    20    0.88080E+03    0.13852E+01    0.90726E-04    0.13852E+01    0.62398E-02   -0.11748E-06    0.90726E-04   -0.11748E-06    0.29837E-09
    21    0.89300E+03    0.14221E+01    0.83839E-04    0.14221E+01    0.66821E-02   -0.99246E-07    0.83839E-04   -0.99246E-07    0.27371E-09
    22    0.90578E+03    0.14575E+01    0.77655E-04    0.14575E+01    0.73178E-02   -0.70981E-07    0.77655E-04   -0.70981E-07    0.25188E-09
    23    0.91895E+03    0.14930E+01    0.72099E-04    0.14930E+01    0.82021E-02   -0.40647E-07    0.72099E-04   -0.40647E-07    0.23247E-09
    24    0.93256E+03    0.15294E+01    0.67110E-04    0.15294E+01    0.93321E-02   -0.16622E-07    0.67110E-04   -0.16622E-07    0.21511E-09
    25    0.94657E+03    0.15683E+01    0.62621E-04    0.15683E+01    0.10718E-01   -0.29336E-08    0.62621E-04   -0.29336E-08    0.19955E-09
    26    0.96078E+03    0.16123E+01    0.58563E-04    0.16123E+01    0.12329E-01   -0.91733E-09    0.58563E-04   -0.91733E-09    0.18553E-09
    27    0.97541E+03    0.16585E+01    0.54877E-04    0.16585E+01    0.14120E-01   -0.55034E-08    0.54877E-04   -0.55034E-08    0.17287E-09
    28    0.99033E+03    0.17046E+01    0.51510E-04    0.17046E+01    0.16078E-01   -0.11102E-07    0.51510E-04   -0.11102E-07    0.16139E-09
    29    0.10056E+04    0.17484E+01    0.48437E-04    0.17484E+01    0.18213E-01   -0.16455E-07    0.48437E-04   -0.16455E-07    0.15096E-09
    30    0.10211E+04    0.17869E+01    0.45636E-04    0.17869E+01    0.20540E-01   -0.21553E-07    0.45636E-04   -0.21553E-07    0.14143E-09
    31    0.10367E+04    0.18176E+01    0.43070E-04    0.18176E+01    0.23047E-01   -0.27075E-07    0.43070E-04   -0.27075E-07    0.13271E-09
    32    0.10527E+04    0.18384E+01    0.40702E-04    0.18384E+01    0.25706E-01   -0.33240E-07    0.40702E-04   -0.33240E-07    0.12473E-09
    33    0.10690E+04    0.18464E+01    0.38507E-04    0.18464E+01    0.28528E-01   -0.37753E-07    0.38507E-04   -0.37753E-07    0.11739E-09
    34    0.10856E+04    0.18410E+01    0.36461E-04    0.18410E+01    0.31541E-01   -0.38201E-07    0.36461E-04   -0.38201E-07    0.11064E-09
    35    0.11023E+04    0.18263E+01    0.34553E-04    0.18263E+01    0.34767E-01   -0.34208E-07    0.34553E-04   -0.34208E-07    0.10442E-09
    36    0.11191E+04    0.18054E+01    0.32777E-04    0.18054E+01    0.38229E-01   -0.26542E-07    0.32777E-04   -0.26542E-07    0.98661E-10
    37    0.11360E+04    0.17741E+01    0.31133E-04    0.17741E+01    0.41918E-01   -0.18508E-07    0.31133E-04   -0.18508E-07    0.93332E-10
    38    0.11534E+04    0.17303E+01    0.29623E-04    0.17303E+01    0.45831E-01   -0.13178E-07    0.29623E-04   -0.13178E-07    0.88389E-10
    39    0.11711E+04    0.16759E+01    0.28229E-04    0.16759E+01    0.49978E-01   -0.10149E-07    0.28229E-04   -0.10149E-07    0.83797E-10
    40    0.11889E+04    0.16140E+01    0.26930E-04    0.16140E+01    0.54381E-01   -0.81482E-08    0.26930E-04   -0.81482E-08    0.79524E-10
    41    0.12070E+04    0.15464E+01    0.25706E-04    0.15464E+01    0.59062E-01   -0.61637E-08    0.25706E-04   -0.61637E-08    0.75537E-10
    42    0.12251E+04    0.14712E+01    0.24552E-04    0.14712E+01    0.64021E-01   -0.42219E-08    0.24552E-04   -0.42219E-08    0.71815E-10
    43    0.12433E+04    0.13857E+01    0.23466E-04    0.13857E+01    0.69255E-01   -0.26092E-08    0.23466E-04   -0.26092E-08    0.68339E-10
    44    0.12615E+04    0.12879E+01    0.22444E-04    0.12879E+01    0.74743E-01   -0.16123E-08    0.22444E-04   -0.16123E-08    0.65087E-10
    45    0.12801E+04    0.11758E+01    0.21484E-04    0.11758E+01    0.80479E-01   -0.15176E-08    0.21484E-04   -0.15176E-08    0.62041E-10
    46    0.12989E+04    0.10464E+01    0.20583E-04    0.10464E+01    0.86458E-01   -0.25004E-08    0.20583E-04   -0.25004E-08    0.59181E-10
    47    0.13179E+04    0.90155E+00    0.19735E-04    0.90155E+00    0.92683E-01   -0.42912E-08    0.19735E-04   -0.42912E-08    0.56494E-10
    48    0.13370E+04    0.74680E+00    0.18936E-04    0.74680E+00    0.99166E-01   -0.65093E-08    0.18936E-04   -0.65093E-08    0.53968E-10
    49    0.13563E+04    0.58725E+00    0.18179E-04    0.58725E+00    0.10589E+00   -0.87740E-08    0.18179E-04   -0.87740E-08    0.51592E-10
    50    0.13759E+04    0.42120E+00    0.17459E-04    0.42120E+00    0.11285E+00   -0.10704E-07    0.17459E-04   -0.10704E-07    0.49354E-10
    51    0.13957E+04    0.24510E+00    0.16771E-04    0.24510E+00    0.12001E+00   -0.12002E-07    0.16771E-04   -0.12002E-07    0.47242E-10
    52    0.14159E+04    0.53755E-01    0.16115E-04    0.53755E-01    0.12746E+00   -0.12694E-07    0.16115E-04   -0.12694E-07    0.45248E-10
    53    0.14361E+04   -0.15662E+00    0.15493E-04   -0.15662E+00    0.13534E+00   -0.12892E-07    0.15493E-04   -0.12892E-07    0.43366E-10
    54    0.14563E+04   -0.38183E+00    0.14904E-04   -0.38183E+00    0.14363E+00   -0.12706E-07    0.14904E-04   -0.12706E-07    0.41586E-10
    55    0.14765E+04   -0.61756E+00    0.14351E-04   -0.61756E+00    0.15232E+00   -0.12246E-07    0.14351E-04   -0.12246E-07    0.39902E-10
    56    0.14972E+04   -0.86560E+00    0.13834E-04   -0.86560E+00    0.16124E+00   -0.11611E-07    0.13834E-04   -0.11611E-07    0.38306E-10
    57    0.15181E+04   -0.11258E+01    0.13349E-04   -0.11258E+01    0.17031E+00   -0.10859E-07    0.13349E-04   -0.10859E-07    0.36793E-10
    58    0.15393E+04   -0.13987E+01    0.12892E-04   -0.13987E+01    0.17952E+00   -0.10038E-07    0.12892E-04   -0.10038E-07    0.35358E-10
    59    0.15607E+04   -0.16851E+01    0.12459E-04   -0.16851E+01    0.18892E+00   -0.91942E-08    0.12459E-04   -0.91942E-08    0.33996E-10
    60    0.15822E+04   -0.19839E+01    0.12046E-04   -0.19839E+01    0.19857E+00   -0.83756E-08    0.12046E-04   -0.83756E-08    0.32702E-10
    61    0.16042E+04   -0.22944E+01    0.11650E-04   -0.22944E+01    0.20857E+00   -0.76237E-08    0.11650E-04   -0.76237E-08    0.31471E-10
    62    0.16261E+04   -0.26175E+01    0.11269E-04   -0.26175E+01    0.21889E+00   -0.69576E-08    0.11269E-04   -0.69576E-08    0.30300E-10
    63    0.16481E+04   -0.29543E+01    0.10902E-04   -0.29543E+01    0.22950E+00   -0.63908E-08    0.10902E-04   -0.63908E-08    0.29185E-10
    64    0.16705E+04   -0.33061E+01    0.10549E-04   -0.33061E+01    0.24040E+00   -0.59370E-08    0.10549E-04   -0.59370E-08    0.28123E-10
    65    0.16929E+04   -0.36735E+01    0.10207E-04   -0.36735E+01    0.25157E+00   -0.56095E-08    0.10207E-04   -0.56095E-08    0.27112E-10
    66    0.17157E+04   -0.40549E+01    0.98773E-05   -0.40549E+01    0.26294E+00   -0.54231E-08    0.98773E-05   -0.54231E-08    0.26147E-10
    67    0.17386E+04   -0.44472E+01    0.95594E-05   -0.44472E+01    0.27451E+00   -0.53964E-08    0.95594E-05   -0.53964E-08    0.25226E-10
    68    0.17619E+04   -0.48489E+01    0.92544E-05   -0.48489E+01    0.28632E+00   -0.55488E-08    0.92544E-05   -0.55488E-08    0.24348E-10
    69    0.17855E+04   -0.52579E+01    0.89633E-05   -0.52579E+01    0.29833E+00   -0.59002E-08    0.89633E-05   -0.59002E-08    0.23509E-10
    70    0.18093E+04   -0.56759E+01    0.86872E-05   -0.56759E+01    0.31059E+00   -0.64701E-08    0.86872E-05   -0.64701E-08    0.22708E-10
    71    0.18333E+04   -0.61052E+01    0.84263E-05   -0.61052E+01    0.32308E+00   -0.72492E-08    0.84263E-05   -0.72492E-08    0.21941E-10
    72    0.18574E+04   -0.65471E+01    0.81797E-05   -0.65471E+01    0.33577E+00   -0.81135E-08    0.81797E-05   -0.81135E-08    0.21208E-10
    73    0.18817E+04   -0.70023E+01    0.79458E-05   -0.70023E+01    0.34864E+00   -0.89098E-08    0.79458E-05   -0.89098E-08    0.20506E-10
    74    0.19062E+04   -0.74701E+01    0.77230E-05   -0.74701E+01    0.36167E+00   -0.94851E-08    0.77230E-05   -0.94851E-08    0.19835E-10
    75    0.19310E+04   -0.79490E+01    0.75096E-05   -0.79490E+01    0.37487E+00   -0.96864E-08    0.75096E-05   -0.96864E-08    0.19191E-10
    76    0.19561E+04   -0.84385E+01    0.73044E-05   -0.84385E+01    0.38825E+00   -0.94137E-08    0.73044E-05   -0.94137E-08    0.18574E-10
    77    0.19815E+04   -0.89383E+01    0.71065E-05   -0.89383E+01    0.40179E+00   -0.87793E-08    0.71065E-05   -0.87793E-08    0.17982E-10
    78    0.20073E+04   -0.94500E+01    0.69151E-05   -0.94500E+01    0.41552E+00   -0.79485E-08    0.69151E-05   -0.79485E-08    0.17414E-10
    79    0.20332E+04   -0.99697E+01    0.67296E-05   -0.99697E+01    0.42938E+00   -0.70869E-08    0.67296E-05   -0.70869E-08    0.16869E-10
    80    0.20595E+04   -0.10499E+02    0.65493E-05   -0.10499E+02    0.44339E+00   -0.63597E-08    0.65493E-05   -0.63597E-08    0.16346E-10
    81    0.20859E+04   -0.11038E+02    0.63736E-05   -0.11038E+02    0.45748E+00   -0.58996E-08    0.63736E-05   -0.58996E-08    0.15843E-10
    82    0.21125E+04   -0.11586E+02    0.62027E-05   -0.11586E+02    0.47169E+00   -0.57076E-08    0.62027E-05   -0.57076E-08    0.15360E-10
