#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.22174E+05    0.35159E+02   -0.34975E-02    0.35159E+02    0.58525E-01   -0.60923E-05   -0.34975E-02   -0.60923E-05    0.63334E-08
     3    0.18745E+05    0.41207E+02   -0.22590E-02    0.41207E+02    0.96502E-01   -0.53042E-05   -0.22590E-02   -0.53042E-05    0.38585E-08
     4    0.16188E+05    0.40835E+02   -0.16556E-02    0.40835E+02    0.10966E+00   -0.41676E-05   -0.16556E-02   -0.41676E-05    0.26697E-08
     5    0.14217E+05    0.36452E+02   -0.13012E-02    0.36452E+02    0.98539E-01   -0.30243E-05   -0.13012E-02   -0.30243E-05    0.19845E-08
     6    0.12656E+05    0.29926E+02   -0.10687E-02    0.29926E+02    0.73904E-01   -0.20010E-05   -0.10687E-02   -0.20010E-05    0.15448E-08
     7    0.11388E+05    0.22665E+02   -0.90482E-03    0.22665E+02    0.47797E-01   -0.11603E-05   -0.90482E-03   -0.11603E-05    0.12423E-08
     8    0.10341E+05    0.15676E+02   -0.78301E-03    0.15676E+02    0.27934E-01   -0.52289E-06   -0.78301E-03   -0.52289E-06    0.10237E-08
     9    0.94622E+04    0.96134E+01   -0.68870E-03    0.96134E+01    0.16447E-01   -0.79369E-07   -0.68870E-03   -0.79369E-07    0.85962E-09
    10    0.87103E+04    0.48393E+01   -0.61314E-03    0.48393E+01    0.11571E-01    0.19455E-06   -0.61314E-03    0.19455E-06    0.73283E-09
    11    0.80570E+04    0.14604E+01   -0.55131E-03    0.14604E+01    0.10171E-01    0.32667E-06   -0.55131E-03    0.32667E-06    0.63265E-09
    12    0.74843E+04   -0.59388E+00   -0.49975E-03   -0.59388E+00    0.97084E-02    0.34642E-06   -0.49975E-03    0.34642E-06    0.55172E-09
    13    0.69826E+04   -0.15323E+01   -0.45632E-03   -0.15323E+01    0.89526E-02    0.29235E-06   -0.45632E-03    0.29235E-06    0.48551E-09
    14    0.65452E+04   -0.16004E+01   -0.41925E-03   -0.16004E+01    0.78656E-02    0.20248E-06   -0.41925E-03    0.20248E-06    0.43043E-09
    15    0.61638E+04   -0.10706E+01   -0.38723E-03   -0.10706E+01    0.68465E-02    0.10326E-06   -0.38723E-03    0.10326E-06    0.38415E-09
    16    0.58294E+04   -0.20786E+00   -0.35913E-03   -0.20786E+00    0.62765E-02    0.14786E-07   -0.35913E-03    0.14786E-07    0.34482E-09
