#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10927E+04    0.33906E+01    0.13357E-02    0.33906E+01    0.52213E-01   -0.65405E-05    0.13357E-02   -0.65405E-05    0.83309E-08
     3    0.10238E+04    0.42443E+01    0.94346E-03    0.42443E+01    0.85843E-01   -0.56731E-05    0.94346E-03   -0.56731E-05    0.50609E-08
     4    0.95770E+03    0.43744E+01    0.71317E-03    0.43744E+01    0.97324E-01   -0.44481E-05    0.71317E-03   -0.44481E-05    0.34943E-08
     5    0.90613E+03    0.40714E+01    0.56246E-03    0.40714E+01    0.87264E-01   -0.32233E-05    0.56246E-03   -0.32233E-05    0.25934E-08
     6    0.86847E+03    0.35610E+01    0.45717E-03    0.35610E+01    0.65325E-01   -0.21328E-05    0.45717E-03   -0.21328E-05    0.20160E-08
     7    0.84228E+03    0.29850E+01    0.38026E-03    0.29850E+01    0.42171E-01   -0.12418E-05    0.38026E-03   -0.12418E-05    0.16195E-08
     8    0.82455E+03    0.24327E+01    0.32157E-03    0.24327E+01    0.24561E-01   -0.56901E-06    0.32157E-03   -0.56901E-06    0.13332E-08
     9    0.81329E+03    0.19556E+01    0.27519E-03    0.19556E+01    0.14301E-01   -0.10251E-06    0.27519E-03   -0.10251E-06    0.11186E-08
    10    0.80715E+03    0.15781E+01    0.23793E-03    0.15781E+01    0.98139E-02    0.18313E-06    0.23793E-03    0.18313E-06    0.95286E-09
    11    0.80475E+03    0.13080E+01    0.20801E-03    0.13080E+01    0.83804E-02    0.31704E-06    0.20801E-03    0.31704E-06    0.82205E-09
    12    0.80619E+03    0.11435E+01    0.18371E-03    0.11435E+01    0.78598E-02    0.33272E-06    0.18371E-03    0.33272E-06    0.71644E-09
    13    0.80962E+03    0.10681E+01    0.16366E-03    0.10681E+01    0.71745E-02    0.27383E-06    0.16366E-03    0.27383E-06    0.63010E-09
    14    0.81405E+03    0.10604E+01    0.14670E-03    0.10604E+01    0.63393E-02    0.18238E-06    0.14670E-03    0.18238E-06    0.55833E-09
    15    0.81986E+03    0.10988E+01    0.13218E-03    0.10988E+01    0.56412E-02    0.83885E-07    0.13218E-03    0.83885E-07    0.49806E-09
    16    0.82757E+03    0.11633E+01    0.11963E-03    0.11633E+01    0.53297E-02   -0.32066E-08    0.11963E-03   -0.32066E-08    0.44686E-09
    17    0.83704E+03    0.12373E+01    0.10877E-03    0.12373E+01    0.54537E-02   -0.72335E-07    0.10877E-03   -0.72335E-07    0.40305E-09
    18    0.84724E+03    0.13087E+01    0.99325E-04    0.13087E+01    0.58123E-02   -0.11975E-06    0.99325E-04   -0.11975E-06    0.36521E-09
    19    0.85898E+03    0.13745E+01    0.91030E-04    0.13745E+01    0.62528E-02   -0.14104E-06    0.91030E-04   -0.14104E-06    0.33231E-09
    20    0.87060E+03    0.14312E+01    0.83639E-04    0.14312E+01    0.67177E-02   -0.13460E-06    0.83639E-04   -0.13460E-06    0.30349E-09
    21    0.88249E+03    0.14790E+01    0.77053E-04    0.14790E+01    0.72129E-02   -0.11060E-06    0.77053E-04   -0.11060E-06    0.27812E-09
    22    0.89497E+03    0.15187E+01    0.71197E-04    0.15187E+01    0.78475E-02   -0.81056E-07    0.71197E-04   -0.81056E-07    0.25566E-09
