#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.12256E+04    0.30432E+01    0.15119E-02    0.30432E+01    0.51248E-01   -0.62594E-05    0.15119E-02   -0.62594E-05    0.74493E-08
     3    0.11389E+04    0.38087E+01    0.10862E-02    0.38087E+01    0.84336E-01   -0.54311E-05    0.10862E-02   -0.54311E-05    0.45230E-08
     4    0.10569E+04    0.39535E+01    0.83235E-03    0.39535E+01    0.95501E-01   -0.42395E-05    0.83235E-03   -0.42395E-05    0.31247E-08
     5    0.99210E+03    0.37276E+01    0.66405E-03    0.37276E+01    0.85439E-01   -0.30438E-05    0.66405E-03   -0.30438E-05    0.23211E-08
     6    0.94356E+03    0.33237E+01    0.54512E-03    0.33237E+01    0.63796E-01   -0.19782E-05    0.54512E-03   -0.19782E-05    0.18063E-08
     7    0.90846E+03    0.28582E+01    0.45738E-03    0.28582E+01    0.41140E-01   -0.11077E-05    0.45738E-03   -0.11077E-05    0.14526E-08
     8    0.88321E+03    0.24028E+01    0.38993E-03    0.24028E+01    0.24098E-01   -0.45179E-06    0.38993E-03   -0.45179E-06    0.11971E-08
     9    0.86543E+03    0.19989E+01    0.33633E-03    0.19989E+01    0.14352E-01    0.82673E-09    0.33633E-03    0.82673E-09    0.10055E-08
    10    0.85365E+03    0.16671E+01    0.29303E-03    0.16671E+01    0.10235E-01    0.27497E-06    0.29303E-03    0.27497E-06    0.85747E-09
    11    0.84653E+03    0.14171E+01    0.25799E-03    0.14171E+01    0.89878E-02    0.39959E-06    0.25799E-03    0.39959E-06    0.74052E-09
    12    0.84407E+03    0.12508E+01    0.22928E-03    0.12508E+01    0.84742E-02    0.40795E-06    0.22928E-03    0.40795E-06    0.64604E-09
    13    0.84421E+03    0.11586E+01    0.20541E-03    0.11586E+01    0.76634E-02    0.34297E-06    0.20541E-03    0.34297E-06    0.56875E-09
    14    0.84575E+03    0.11258E+01    0.18511E-03    0.11258E+01    0.66261E-02    0.24594E-06    0.18511E-03    0.24594E-06    0.50444E-09
    15    0.84901E+03    0.11368E+01    0.16765E-03    0.11368E+01    0.57075E-02    0.14222E-06    0.16765E-03    0.14222E-06    0.45040E-09
    16    0.85445E+03    0.11767E+01    0.15250E-03    0.11767E+01    0.52086E-02    0.50274E-07    0.15250E-03    0.50274E-07    0.40447E-09
    17    0.86189E+03    0.12312E+01    0.13931E-03    0.12312E+01    0.52016E-02   -0.23257E-07    0.13931E-03   -0.23257E-07    0.36512E-09
    18    0.87029E+03    0.12897E+01    0.12779E-03    0.12897E+01    0.54969E-02   -0.74594E-07    0.12779E-03   -0.74594E-07    0.33112E-09
    19    0.88042E+03    0.13497E+01    0.11762E-03    0.13497E+01    0.59336E-02   -0.99604E-07    0.11762E-03   -0.99604E-07    0.30153E-09
    20    0.89056E+03    0.14071E+01    0.10854E-03    0.14071E+01    0.64393E-02   -0.96904E-07    0.10854E-03   -0.96904E-07    0.27559E-09
    21    0.90110E+03    0.14602E+01    0.10041E-03    0.14602E+01    0.70005E-02   -0.76477E-07    0.10041E-03   -0.76477E-07    0.25274E-09
    22    0.91234E+03    0.15073E+01    0.93156E-04    0.15073E+01    0.77066E-02   -0.50091E-07    0.93156E-04   -0.50091E-07    0.23251E-09
    23    0.92406E+03    0.15508E+01    0.86641E-04    0.15508E+01    0.86429E-02   -0.25301E-07    0.86641E-04   -0.25301E-07    0.21451E-09
    24    0.93626E+03    0.15938E+01    0.80748E-04    0.15938E+01    0.98413E-02   -0.71003E-08    0.80748E-04   -0.71003E-08    0.19843E-09
    25    0.94887E+03    0.16374E+01    0.75402E-04    0.16374E+01    0.11296E-01    0.55402E-08    0.75402E-04    0.55402E-08    0.18399E-09
    26    0.96171E+03    0.16834E+01    0.70546E-04    0.16834E+01    0.12958E-01    0.14353E-07    0.70546E-04    0.14353E-07    0.17099E-09
    27    0.97503E+03    0.17299E+01    0.66134E-04    0.17299E+01    0.14814E-01    0.17854E-07    0.66134E-04    0.17854E-07    0.15924E-09
    28    0.98868E+03    0.17753E+01    0.62123E-04    0.17753E+01    0.16876E-01    0.14423E-07    0.62123E-04    0.14423E-07    0.14859E-09
    29    0.10027E+04    0.18178E+01    0.58463E-04    0.18178E+01    0.19126E-01    0.51121E-08    0.58463E-04    0.51121E-08    0.13891E-09
    30    0.10171E+04    0.18542E+01    0.55107E-04    0.18542E+01    0.21554E-01   -0.77911E-08    0.55107E-04   -0.77911E-08    0.13007E-09
    31    0.10315E+04    0.18827E+01    0.52013E-04    0.18827E+01    0.24174E-01   -0.19739E-07    0.52013E-04   -0.19739E-07    0.12198E-09
    32    0.10463E+04    0.19024E+01    0.49144E-04    0.19024E+01    0.26994E-01   -0.26613E-07    0.49144E-04   -0.26613E-07    0.11457E-09
    33    0.10615E+04    0.19134E+01    0.46490E-04    0.19134E+01    0.30014E-01   -0.28272E-07    0.46490E-04   -0.28272E-07    0.10777E-09
    34    0.10769E+04    0.19164E+01    0.44041E-04    0.19164E+01    0.33237E-01   -0.25939E-07    0.44041E-04   -0.25939E-07    0.10151E-09
    35    0.10925E+04    0.19092E+01    0.41777E-04    0.19092E+01    0.36656E-01   -0.22334E-07    0.41777E-04   -0.22334E-07    0.95731E-10
    36    0.11083E+04    0.18887E+01    0.39676E-04    0.18887E+01    0.40275E-01   -0.19822E-07    0.39676E-04   -0.19822E-07    0.90393E-10
    37    0.11242E+04    0.18549E+01    0.37715E-04    0.18549E+01    0.44132E-01   -0.17878E-07    0.37715E-04   -0.17878E-07    0.85452E-10
    38    0.11405E+04    0.18102E+01    0.35877E-04    0.18102E+01    0.48269E-01   -0.15518E-07    0.35877E-04   -0.15518E-07    0.80869E-10
    39    0.11572E+04    0.17564E+01    0.34154E-04    0.17564E+01    0.52673E-01   -0.12821E-07    0.34154E-04   -0.12821E-07    0.76613E-10
    40    0.11740E+04    0.16943E+01    0.32544E-04    0.16943E+01    0.57326E-01   -0.10129E-07    0.32544E-04   -0.10129E-07    0.72652E-10
    41    0.11911E+04    0.16245E+01    0.31043E-04    0.16245E+01    0.62219E-01   -0.77313E-08    0.31043E-04   -0.77313E-08    0.68959E-10
    42    0.12082E+04    0.15456E+01    0.29643E-04    0.15456E+01    0.67368E-01   -0.57062E-08    0.29643E-04   -0.57062E-08    0.65512E-10
    43    0.12255E+04    0.14560E+01    0.28335E-04    0.14560E+01    0.72792E-01   -0.40794E-08    0.28335E-04   -0.40794E-08    0.62293E-10
    44    0.12428E+04    0.13549E+01    0.27110E-04    0.13549E+01    0.78497E-01   -0.28762E-08    0.27110E-04   -0.28762E-08    0.59283E-10
    45    0.12604E+04    0.12416E+01    0.25958E-04    0.12416E+01    0.84498E-01   -0.21222E-08    0.25958E-04   -0.21222E-08    0.56463E-10
    46    0.12784E+04    0.11137E+01    0.24872E-04    0.11137E+01    0.90808E-01   -0.18150E-08    0.24872E-04   -0.18150E-08    0.53817E-10
    47    0.12965E+04    0.97184E+00    0.23846E-04    0.97184E+00    0.97411E-01   -0.18410E-08    0.23846E-04   -0.18410E-08    0.51333E-10
    48    0.13147E+04    0.82006E+00    0.22876E-04    0.82006E+00    0.10430E+00   -0.20588E-08    0.22876E-04   -0.20588E-08    0.48998E-10
    49    0.13331E+04    0.66181E+00    0.21957E-04    0.66181E+00    0.11142E+00   -0.23271E-08    0.21957E-04   -0.23271E-08    0.46802E-10
    50    0.13519E+04    0.49377E+00    0.21085E-04    0.49377E+00    0.11875E+00   -0.25045E-08    0.21085E-04   -0.25045E-08    0.44735E-10
