#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.17348E+04    0.22410E+01    0.19489E-02    0.22410E+01    0.63046E-01   -0.66800E-05    0.19489E-02   -0.66800E-05    0.55092E-08
     3    0.17236E+04    0.31127E+01    0.15106E-02    0.31127E+01    0.98248E-01   -0.56329E-05    0.15106E-02   -0.56329E-05    0.33294E-08
     4    0.16109E+04    0.35633E+01    0.11998E-02    0.35633E+01    0.99967E-01   -0.40987E-05    0.11998E-02   -0.40987E-05    0.23075E-08
     5    0.14880E+04    0.35718E+01    0.97634E-03    0.35718E+01    0.78248E-01   -0.26166E-05    0.97634E-03   -0.26166E-05    0.17225E-08
     6    0.13813E+04    0.32800E+01    0.81131E-03    0.32800E+01    0.50424E-01   -0.13841E-05    0.81131E-03   -0.13841E-05    0.13474E-08
     7    0.12954E+04    0.28327E+01    0.68620E-03    0.28327E+01    0.28613E-01   -0.47619E-06    0.68620E-03   -0.47619E-06    0.10889E-08
     8    0.12269E+04    0.23524E+01    0.58846E-03    0.23524E+01    0.16327E-01    0.10919E-06    0.58846E-03    0.10919E-06    0.90150E-09
     9    0.11728E+04    0.19242E+01    0.51018E-03    0.19242E+01    0.11221E-01    0.41986E-06    0.51018E-03    0.41986E-06    0.76044E-09
    10    0.11308E+04    0.15915E+01    0.44656E-03    0.15915E+01    0.94501E-02    0.51978E-06    0.44656E-03    0.51978E-06    0.65101E-09
    11    0.10984E+04    0.13697E+01    0.39460E-03    0.13697E+01    0.84060E-02    0.47372E-06    0.39460E-03    0.47372E-06    0.56424E-09
    12    0.10746E+04    0.12509E+01    0.35158E-03    0.12509E+01    0.73687E-02    0.34519E-06    0.35158E-03    0.34519E-06    0.49388E-09
    13    0.10567E+04    0.12159E+01    0.31545E-03    0.12159E+01    0.62625E-02    0.19198E-06    0.31545E-03    0.19198E-06    0.43611E-09
    14    0.10427E+04    0.12410E+01    0.28453E-03    0.12410E+01    0.57005E-02    0.62025E-07    0.28453E-03    0.62025E-07    0.38788E-09
    15    0.10326E+04    0.12993E+01    0.25781E-03    0.12993E+01    0.56312E-02   -0.30543E-07    0.25781E-03   -0.30543E-07    0.34722E-09
    16    0.10264E+04    0.13664E+01    0.23453E-03    0.13664E+01    0.58239E-02   -0.82628E-07    0.23453E-03   -0.82628E-07    0.31254E-09
    17    0.10239E+04    0.14280E+01    0.21416E-03    0.14280E+01    0.62157E-02   -0.10155E-06    0.21416E-03   -0.10155E-06    0.28275E-09
    18    0.10237E+04    0.14780E+01    0.19626E-03    0.14780E+01    0.66393E-02   -0.96283E-07    0.19626E-03   -0.96283E-07    0.25694E-09
    19    0.10265E+04    0.15248E+01    0.18040E-03    0.15248E+01    0.71926E-02   -0.72089E-07    0.18040E-03   -0.72089E-07    0.23442E-09
    20    0.10303E+04    0.15742E+01    0.16623E-03    0.15742E+01    0.80566E-02   -0.35281E-07    0.16623E-03   -0.35281E-07    0.21462E-09
    21    0.10354E+04    0.16231E+01    0.15358E-03    0.16231E+01    0.92149E-02   -0.17496E-09    0.15358E-03   -0.17496E-09    0.19714E-09
    22    0.10419E+04    0.16664E+01    0.14228E-03    0.16664E+01    0.10686E-01    0.19927E-07    0.14228E-03    0.19927E-07    0.18163E-09
    23    0.10496E+04    0.17075E+01    0.13216E-03    0.17075E+01    0.12463E-01    0.23773E-07    0.13216E-03    0.23773E-07    0.16780E-09
    24    0.10583E+04    0.17510E+01    0.12300E-03    0.17510E+01    0.14502E-01    0.14533E-07    0.12300E-03    0.14533E-07    0.15541E-09
    25    0.10679E+04    0.17981E+01    0.11469E-03    0.17981E+01    0.16791E-01    0.10163E-08    0.11469E-03    0.10163E-08    0.14427E-09
    26    0.10782E+04    0.18488E+01    0.10713E-03    0.18488E+01    0.19295E-01   -0.86793E-08    0.10713E-03   -0.86793E-08    0.13422E-09
    27    0.10895E+04    0.18950E+01    0.10025E-03    0.18950E+01    0.22019E-01   -0.14953E-07    0.10025E-03   -0.14953E-07    0.12512E-09
    28    0.11016E+04    0.19294E+01    0.93971E-04    0.19294E+01    0.24992E-01   -0.19965E-07    0.93971E-04   -0.19965E-07    0.11686E-09
    29    0.11145E+04    0.19495E+01    0.88234E-04    0.19495E+01    0.28182E-01   -0.24435E-07    0.88234E-04   -0.24435E-07    0.10933E-09
    30    0.11280E+04    0.19533E+01    0.82958E-04    0.19533E+01    0.31572E-01   -0.28067E-07    0.82958E-04   -0.28067E-07    0.10245E-09
    31    0.11419E+04    0.19414E+01    0.78092E-04    0.19414E+01    0.35211E-01   -0.27959E-07    0.78092E-04   -0.27959E-07    0.96145E-10
    32    0.11564E+04    0.19154E+01    0.73593E-04    0.19154E+01    0.39152E-01   -0.21683E-07    0.73593E-04   -0.21683E-07    0.90361E-10
    33    0.11713E+04    0.18791E+01    0.69429E-04    0.18791E+01    0.43426E-01   -0.11316E-07    0.69429E-04   -0.11316E-07    0.85044E-10
    34    0.11866E+04    0.18361E+01    0.65575E-04    0.18361E+01    0.48052E-01   -0.26810E-09    0.65575E-04   -0.26810E-09    0.80143E-10
    35    0.12025E+04    0.17834E+01    0.62008E-04    0.17834E+01    0.52979E-01    0.72281E-08    0.62008E-04    0.72281E-08    0.75616E-10
    36    0.12189E+04    0.17160E+01    0.58707E-04    0.17160E+01    0.58166E-01    0.79415E-08    0.58707E-04    0.79415E-08    0.71429E-10
    37    0.12356E+04    0.16311E+01    0.55639E-04    0.16311E+01    0.63655E-01    0.34695E-08    0.55639E-04    0.34695E-08    0.67548E-10
