#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   111    0.29871E+04   -0.30321E+02    0.28743E-05   -0.30321E+02    0.90078E+00   -0.90675E-08    0.28743E-05   -0.90675E-08    0.61691E-11
   112    0.30207E+04   -0.30923E+02    0.28162E-05   -0.30923E+02    0.91146E+00   -0.90434E-08    0.28162E-05   -0.90434E-08    0.60137E-11
   113    0.30546E+04   -0.31517E+02    0.27598E-05   -0.31517E+02    0.92180E+00   -0.89889E-08    0.27598E-05   -0.89889E-08    0.58629E-11
   114    0.30886E+04   -0.32103E+02    0.27051E-05   -0.32103E+02    0.93172E+00   -0.89066E-08    0.27051E-05   -0.89066E-08    0.57167E-11
   115    0.31227E+04   -0.32680E+02    0.26521E-05   -0.32680E+02    0.94139E+00   -0.87990E-08    0.26521E-05   -0.87990E-08    0.55750E-11
   116    0.31569E+04   -0.33249E+02    0.26006E-05   -0.33249E+02    0.95057E+00   -0.86686E-08    0.26006E-05   -0.86686E-08    0.54375E-11
   117    0.31913E+04   -0.33807E+02    0.25506E-05   -0.33807E+02    0.95934E+00   -0.85179E-08    0.25506E-05   -0.85179E-08    0.53042E-11
   118    0.32259E+04   -0.34356E+02    0.25021E-05   -0.34356E+02    0.96785E+00   -0.83493E-08    0.25021E-05   -0.83493E-08    0.51750E-11
   119    0.32605E+04   -0.34893E+02    0.24549E-05   -0.34893E+02    0.97595E+00   -0.81654E-08    0.24549E-05   -0.81654E-08    0.50497E-11
   120    0.32952E+04   -0.35419E+02    0.24092E-05   -0.35419E+02    0.98351E+00   -0.79687E-08    0.24092E-05   -0.79687E-08    0.49282E-11
   121    0.33299E+04   -0.35934E+02    0.23647E-05   -0.35934E+02    0.99080E+00   -0.77617E-08    0.23647E-05   -0.77617E-08    0.48105E-11
   122    0.33647E+04   -0.36435E+02    0.23215E-05   -0.36435E+02    0.99754E+00   -0.75469E-08    0.23215E-05   -0.75469E-08    0.46962E-11
   123    0.33995E+04   -0.36925E+02    0.22795E-05   -0.36925E+02    0.10038E+01   -0.73267E-08    0.22795E-05   -0.73267E-08    0.45855E-11
   124    0.34344E+04   -0.37398E+02    0.22386E-05   -0.37398E+02    0.10097E+01   -0.71038E-08    0.22386E-05   -0.71038E-08    0.44780E-11
   125    0.34693E+04   -0.37859E+02    0.21988E-05   -0.37859E+02    0.10151E+01   -0.68805E-08    0.21988E-05   -0.68805E-08    0.43738E-11
   126    0.35042E+04   -0.38305E+02    0.21601E-05   -0.38305E+02    0.10201E+01   -0.66594E-08    0.21601E-05   -0.66594E-08    0.42726E-11
   127    0.35391E+04   -0.38736E+02    0.21223E-05   -0.38736E+02    0.10245E+01   -0.64430E-08    0.21223E-05   -0.64430E-08    0.41744E-11
   128    0.35739E+04   -0.39152E+02    0.20854E-05   -0.39152E+02    0.10286E+01   -0.62338E-08    0.20854E-05   -0.62338E-08    0.40790E-11
   129    0.36089E+04   -0.39551E+02    0.20495E-05   -0.39551E+02    0.10321E+01   -0.60342E-08    0.20495E-05   -0.60342E-08    0.39863E-11
   130    0.36437E+04   -0.39932E+02    0.20143E-05   -0.39932E+02    0.10350E+01   -0.58469E-08    0.20143E-05   -0.58469E-08    0.38963E-11
   131    0.36786E+04   -0.40298E+02    0.19799E-05   -0.40298E+02    0.10376E+01   -0.56737E-08    0.19799E-05   -0.56737E-08    0.38087E-11
   132    0.37134E+04   -0.40645E+02    0.19463E-05   -0.40645E+02    0.10396E+01   -0.55145E-08    0.19463E-05   -0.55145E-08    0.37235E-11
   133    0.37482E+04   -0.40975E+02    0.19134E-05   -0.40975E+02    0.10412E+01   -0.53686E-08    0.19134E-05   -0.53686E-08    0.36406E-11
   134    0.37830E+04   -0.41285E+02    0.18812E-05   -0.41285E+02    0.10423E+01   -0.52353E-08    0.18812E-05   -0.52353E-08    0.35600E-11
   135    0.38177E+04   -0.41576E+02    0.18497E-05   -0.41576E+02    0.10429E+01   -0.51140E-08    0.18497E-05   -0.51140E-08    0.34817E-11
   136    0.38522E+04   -0.41846E+02    0.18189E-05   -0.41846E+02    0.10430E+01   -0.50040E-08    0.18189E-05   -0.50040E-08    0.34055E-11
   137    0.38867E+04   -0.42096E+02    0.17888E-05   -0.42096E+02    0.10426E+01   -0.49045E-08    0.17888E-05   -0.49045E-08    0.33314E-11
   138    0.39211E+04   -0.42325E+02    0.17593E-05   -0.42325E+02    0.10417E+01   -0.48149E-08    0.17593E-05   -0.48149E-08    0.32594E-11
   139    0.39552E+04   -0.42533E+02    0.17305E-05   -0.42533E+02    0.10404E+01   -0.47346E-08    0.17305E-05   -0.47346E-08    0.31893E-11
   140    0.39894E+04   -0.42721E+02    0.17023E-05   -0.42721E+02    0.10385E+01   -0.46627E-08    0.17023E-05   -0.46627E-08    0.31212E-11
   141    0.40233E+04   -0.42885E+02    0.16747E-05   -0.42885E+02    0.10362E+01   -0.45987E-08    0.16747E-05   -0.45987E-08    0.30549E-11
   142    0.40572E+04   -0.43027E+02    0.16476E-05   -0.43027E+02    0.10334E+01   -0.45419E-08    0.16476E-05   -0.45419E-08    0.29905E-11
   143    0.40910E+04   -0.43147E+02    0.16212E-05   -0.43147E+02    0.10301E+01   -0.44915E-08    0.16212E-05   -0.44915E-08    0.29278E-11
   144    0.41245E+04   -0.43244E+02    0.15952E-05   -0.43244E+02    0.10264E+01   -0.44469E-08    0.15952E-05   -0.44469E-08    0.28667E-11
   145    0.41579E+04   -0.43318E+02    0.15699E-05   -0.43318E+02    0.10223E+01   -0.44074E-08    0.15699E-05   -0.44074E-08    0.28073E-11
   146    0.41913E+04   -0.43368E+02    0.15450E-05   -0.43368E+02    0.10177E+01   -0.43723E-08    0.15450E-05   -0.43723E-08    0.27495E-11
   147    0.42243E+04   -0.43394E+02    0.15207E-05   -0.43394E+02    0.10127E+01   -0.43409E-08    0.15207E-05   -0.43409E-08    0.26931E-11
   148    0.42571E+04   -0.43396E+02    0.14968E-05   -0.43396E+02    0.10072E+01   -0.43126E-08    0.14968E-05   -0.43126E-08    0.26382E-11
   149    0.42898E+04   -0.43373E+02    0.14734E-05   -0.43373E+02    0.10014E+01   -0.42867E-08    0.14734E-05   -0.42867E-08    0.25847E-11
   150    0.43222E+04   -0.43323E+02    0.14504E-05   -0.43323E+02    0.99515E+00   -0.42624E-08    0.14504E-05   -0.42624E-08    0.25325E-11
   151    0.43545E+04   -0.43249E+02    0.14279E-05   -0.43249E+02    0.98854E+00   -0.42392E-08    0.14279E-05   -0.42392E-08    0.24815E-11
   152    0.43864E+04   -0.43149E+02    0.14058E-05   -0.43149E+02    0.98145E+00   -0.42168E-08    0.14058E-05   -0.42168E-08    0.24318E-11
   153    0.44181E+04   -0.43022E+02    0.13842E-05   -0.43022E+02    0.97405E+00   -0.41950E-08    0.13842E-05   -0.41950E-08    0.23833E-11
   154    0.44496E+04   -0.42869E+02    0.13629E-05   -0.42869E+02    0.96633E+00   -0.41737E-08    0.13629E-05   -0.41737E-08    0.23360E-11
   155    0.44808E+04   -0.42691E+02    0.13421E-05   -0.42691E+02    0.95829E+00   -0.41526E-08    0.13421E-05   -0.41526E-08    0.22899E-11
   156    0.45116E+04   -0.42486E+02    0.13217E-05   -0.42486E+02    0.94995E+00   -0.41315E-08    0.13217E-05   -0.41315E-08    0.22449E-11
   157    0.45422E+04   -0.42254E+02    0.13016E-05   -0.42254E+02    0.94131E+00   -0.41104E-08    0.13016E-05   -0.41104E-08    0.22009E-11
   158    0.45726E+04   -0.41995E+02    0.12820E-05   -0.41995E+02    0.93244E+00   -0.40889E-08    0.12820E-05   -0.40889E-08    0.21581E-11
   159    0.46026E+04   -0.41709E+02    0.12627E-05   -0.41709E+02    0.92321E+00   -0.40669E-08    0.12627E-05   -0.40669E-08    0.21163E-11
   160    0.46324E+04   -0.41395E+02    0.12438E-05   -0.41395E+02    0.91376E+00   -0.40443E-08    0.12438E-05   -0.40443E-08    0.20756E-11
   161    0.46618E+04   -0.41054E+02    0.12253E-05   -0.41054E+02    0.90417E+00   -0.40208E-08    0.12253E-05   -0.40208E-08    0.20358E-11
   162    0.46910E+04   -0.40687E+02    0.12071E-05   -0.40687E+02    0.89429E+00   -0.39962E-08    0.12071E-05   -0.39962E-08    0.19970E-11
